Country, Name, ID, Address, Postal Code, Latitude, Longitude, Telephone, Services
Poland, "", 213, "Al. Konstytucji 3-go Maja 3A", 64-100, 51.843990000000000, 16.593450000000000,,
Poland, "", 214, "ul. Wojska Polskiego 28", 63-200, 51.970539435500000, 17.506392002100000,,
Poland, "", 215, "ul. Puławska 40", 20-822, 51.257739716000000, 22.533005187800000,,
Poland, "", 216, "ul. Włodka 13", 86-300, 53.484222364000000, 18.752704116700000,,
Poland, "", 217, "Żdżary 17i", 72-100, 53.581787453100000, 14.812954662700000,,
Poland, "", 218, "ul. Warszawska 2i", 82-100, 54.211642205400000, 19.105384169300000,,
Poland, "", 219, "ul. Poznańska 47", 62-020, 52.403400600000000, 17.052918900000000,,
Poland, "", 220, "ul. Żwirki i Wigury 32A", 62-200, 52.544338794700000, 17.603160525100000,,
Poland, "", 221, "ul. Kaliska 102", 63-400, 51.653789331900000, 17.836523103700000,,
Poland, "", 222, "ul. Rzeczna 2", 61-013, 52.425506372600000, 16.977374553700000,,
Poland, "", 223, "ul. Grunwaldzka 104 C", 60-307, 52.397187320600000, 16.870395737600000,,
Poland, "", 224, "ul. Mińska 62", 54-610, 51.106511714300000, 16.948956842200000,,
Poland, "", 225, "ul. Objazdowa 26", 57-300, 50.450509053600000, 16.641798019400000,,
Poland, "", 226, "ul. Wrocławska 104", 45-807, 50.678590000000000, 17.889830000000000,,
Poland, "", 227, "ul. Lipowa 68", 97-400, 51.359880000000000, 19.355680000000000,,
Poland, "", 228, "Oleśnica Mała 72", 55-200, 50.845351017892710, 17.255058288574220,,
Poland, "", 229, "Obręb Kalinowa 43", 57-120, 50.843844999999990, 17.253316000000000,,
Poland, "", 230, "ul. Armii Krajowej 42", 47-220, 50.342647961000000, 18.192389874500000,,
Poland, "", 231, "ul. Lubliniecka 1B", 42-700, 50.674955200000000, 18.647495900000000,,
Poland, "", 232, "Al. Spółdzielczości Pracy 34", 20-147, 51.266608679200000, 22.572274788900000,,
Poland, "", 233, "ul. Jana III Sobieskiego 13", 21-500, 52.049800000000000, 23.108915600000000,,
Poland, "", 234, "ul. Słowackiego 115", 38-500, 49.561720260900000, 22.192444538600000,,
Poland, "", 235, "Wiejska 2", 39-400, 50.583940905900000, 21.686976315300000,,
Poland, "", 236, "ul. Lwowska 6", 35-301, 50.037810000000000, 22.022110000000000,,
Poland, "", 237, "ul. Trakt Lwowski 162", 08-400, 51.912637634900000, 21.600103942000000,,
Poland, "", 238, "ul. Moniuszki 10", 39-300, 50.283986394700000, 21.429355490900000,,
Poland, "", 239, "ul. Koszalińska 36A", 78-100, 54.176284288500000, 15.595833054200000,,
Poland, "", 240, "ul. Partyzantów 44", 43-300, 49.814658100000000, 19.043787300000000,,
Poland, "", 241, "ul. Zabrzańska 49", 41-700, 50.299396000000000, 18.853365200000000,,
Poland, "", 242, "ul. Piłsudskiego 6", 33-300, 49.615863200000000, 20.717402400000000,,
Poland, "", 243, "ul. Żywiecka 3", 43-300, 49.821155000000000, 19.058166900000000,,
Poland, "", 244, "ul. Budowlanych 4", 44-200, 50.100812791600000, 18.534062536800000,,
Poland, "", 245, "Plac Mostowy 3", 47-400, 50.093311200000000, 18.222722900000000,,
Poland, "", 246, "ul.Szkotnik 2E", 33-100, 50.011814800000000, 20.976158700000000,,
Poland, "", 247, "ul. Szosa Lubicka 129", 87-100, 53.026152700000000, 18.673454800000000,,
Poland, "", 248, "ul. Biskupa Antoniego Laubitza 1", 88-100, 52.799877800000000, 18.256993100000000,,
Poland, "", 249, "ul. Sądowa 6a", 87-300, 53.260403200000000, 19.396098200000000,,
Poland, "", 250, "ul. Rzgowska 211", 93-317, 51.718189669900000, 19.484098788900000,,
Poland, "", 251, "ul. Inowrocławska 2", 91-020, 51.789340636400000, 19.420370611100000,,
Poland, "", 252, "Al. Wojska Polskiego 120", 62-800, 51.762750000000000, 18.078160000000000,,
Poland, "", 253, "ul. Mickiewicza 5", 90-443, 51.757527333000000, 19.450273992700000,,
Poland, "", 254, "Al. Bielska 110", 43-100, 50.111155000000000, 18.978091000000000,,
Poland, "", 256, "ul. Słowackiego 80", 97-300, 51.409388934500000, 19.675953424700000,,
Poland, "", 257, "ul. Kresowa 4", 41-200, 50.284473864200000, 19.103531270100000,,
Poland, "", 259, "ul. Pułkowa 60", 01-969, 52.308681950600000, 20.929008716600000,,
Poland, "", 260, "Al. Marszałka Józefa Piłsudskiego 2a", 09-402, 52.545053879500000, 19.709098969800000,,
Poland, "", 261, "ul. Reymonta 2", 96-300, 52.048863946841080, 20.445456691737990,,
Poland, "", 262, "ul. Pabianicka 59", 93-548, 51.727889605500000, 19.447435111000000,,
Poland, "", 263, "ul. Armii Krajowej 4", 95-100, 51.855306065600000, 19.406765635100000,,
Poland, "", 264, "ul. Kardynała Stefana Wyszyńskiego 1A", 62-510, 52.226994880200000, 18.262430659200000,,
Poland, "", 265, "Police Mostowe 19 A", 62-604, 52.136590000000000, 18.635303000000000,,
Poland, "", 266, "Police Mostowe 20 A", 62-604, 52.134339410300000, 18.634199240000000,,
Poland, "", 267, "ul. Ogrodowa 31e", 62-571, 52.185214336621380, 18.232669830322266,,
Poland, "", 268, "ul. Połczyńska 28", 01-337, 52.220588302500000, 20.915522205300000,,
Poland, "", 269, "ul. Kościuszki 17", 05-800, 52.165496865600000, 20.805223001900000,,
Poland, "", 270, "ul. Pelikanów 24", 02-843, 52.123273000000000, 21.019071000000000,,
Poland, "", 271, "ul. Wiertnicza 35", 02-952, 52.168755384300000, 21.083644777500000,,
Poland, "", 272, "ul. Komitetu Obrony Robotników 65", 02-146, 52.185416400000000, 20.954740800000000,,
Poland, "", 273, "ul. Łopuszańska 2", 02-200, 52.190867739600000, 20.957681536700000,,
Poland, "", 274, "ul. Jagiellońska 1/3", 05-120, 52.395551000000000, 20.937603000000000,,
Poland, "", 275, "ul. Dwernickiego 10", 16-400, 54.107050000000000, 22.935700000000000,,
Poland, "", 276, "ul. Lubelska 10 B", 10-404, 53.783980000000000, 20.499370000000000,,
Poland, "", 277, "ul. Siedlecka 4A", 08-103, 52.171271999999990, 22.222271000000000,,
Poland, "", 278, "ul. Andrzeja Struga 32", 70-784, 53.382250000000000, 14.665480000000000,,
Poland, "", 279, "ul. Walczaka 41", 66-400, 52.757541854100000, 15.270009040800000,,
Poland, "", 280, "ul. Świętej Trójcy 32", 85-224, 53.125380000000000, 17.989670000000000,,
Poland, "", 281, "ul. Morska 58", 81-225, 54.527170000000000, 18.512080000000000,,
Poland, "", 282, "ul. Grunwaldzka 4", 82-300, 54.153523748100000, 19.412864867700000,,
Poland, "", 283, "Morska 409", 81-002, 54.545267000000000, 18.444226000000000,,
Poland, "", 284, "AL. Grunwaldzka 527", 80-320, 54.411419000000000, 18.567027000000000,,
Poland, "", 285, "ul. Piastowska 2", 82-200, 54.037466204000000, 19.032153098700000,,
Poland, "", 286, "ul. Opolska 9", 31-275, 50.090864549900000, 19.930468279800000,,
Poland, "", 287, "ul. Wielicka 85", 30-552, 50.032600000000000, 19.970300000000000,,
Poland, "", 288, "ul. Bora Komorowskiego 33", 31-876, 50.086180000000000, 19.978870000000000,,
Poland, "", 289, "ul. Wrocławska 22", 59-220, 51.209530600000000, 16.170471400000000,,
Poland, "", 290, "ul. Słubicka 18", 53-615, 51.117460000000000, 17.000510000000000,,
Poland, "", 291, "ul. Armii Krajowej 31", 59-900, 51.152027459500000, 15.018419017200000,,
Poland, "", 292, "pl. Grunwaldzki 34", 50-365, 51.114489897200000, 17.069687170600000,,
Poland, "", 293, "ul. Księcia Witolda 6", 50-052, 51.116357100000000, 17.024047000000000,,
Poland, "", 294, "ul. J. Korola 71", 42-600, 50.430788494100000, 18.865913908500000,,
Poland, "", 295, "ul. Katowicka 118", 41-500, 50.307514392000000, 18.950297901800000,,
Poland, "", 296, "pl. Teatralny 6", 41-800, 50.310262255400000, 18.786029532500000,,
Poland, "", 297, "ul. Kard.S.Wyszyńskiego 2", 15-888, 53.131956318800000, 23.137875305600000,,
Poland, "", 298, "ul. Modlińska 29", 03-199, 52.303312198100000, 20.988272154800000,,
Poland, "", 299, "pl. Roosevelta 1", 10-009, 53.773080000000000, 20.477440000000000,,
Poland, "", 300, "ul. Rzymowskiego 18", 02-697, 52.170259000000000, 21.009639300000000,,
Poland, "", 301, "ul. Dzika 29", 01-038, 52.252892974700000, 20.982522652800000,,
Poland, "", 302, "ul. Hetmańska 100", 60-219, 52.383890000000000, 16.916930000000000,,
Poland, "", 303, "Al. Wojska Polskiego 23", 65-077, 51.940594207449560, 15.492911338806152,,
Poland, "", 304, "ul. Bażyńskiego 2", 80-309, 54.400270000000000, 18.573640000000000,,
Poland, "", 305, "ul. Usługowa 2", 72-100, 53.545987740600000, 14.800716219600000,,
Poland, "", 306, "ul. Włościańska 8", 60-681, 52.443590000000000, 16.910908000000000,,
Poland, "", 308, "Aleja Wolności 1", 67-200, 51.664471422700000, 16.087307930700000,,
Poland, "", 309, "ul. Ozimska 197", 45-310, 50.669827100000000, 17.970280500000000,,
Poland, "", 310, "ul. Świętego Antoniego 5/7", 97-200, 51.531965050700000, 20.008406763200000,,
Poland, "", 311, "Al. Jana Pawła II 6", 22-400, 50.710847404300000, 23.285944839300000,,
Poland, "", 313, "Al. Solidarności 16", 25-900, 50.877260000000000, 20.646630000000000,,
Poland, "", 314, "ul. Armii Krajowej 1", 25-014, 50.869530200000000, 20.617585100000000,,
Poland, "", 315, "ul. Przyjaciół Żołnierza 6", 71-670, 53.453983990200000, 14.561369888400000,,
Poland, "", 316, "ul. Polskich Marynarzy 1", 71-050, 53.426545055900000, 14.486859502400000,,
Poland, "", 317, "ul. Wojska Polskiego 16", 88-100, 52.783671042800000, 18.240735047600000,,
Poland, "", 319, "ul. Doktora Tadeusza Wagnera 2A", 96-100, 51.972318993000000, 20.149650495800000,,
Poland, "", 320, "Wójtówka 2C", 96-500, 52.225468264300000, 20.265549857600000,,
Poland, "", 323, "Brukowa 25", 05-092, 52.323798996700000, 20.900933346300000,,
Poland, "", 324, "Sople 29 B", 14-330, 53.881864146300000, 19.733232114800000,,
Poland, "", 330, "ul. Zegrzyńska 2", 05-126, 52.432993337600000, 21.031525874100000,,
Poland, "", 331, "ul. Partyzancka 1/3", 95-200, 51.665416020700000, 19.339250526500000,,
Poland, "", 332, "Ul. 3 Maja 30", 40-097, 50.259413065900000, 19.018077002500000,,
Poland, "", 333, "Stanisława Matyi 2", 61-586, 52.400757719975260, 16.912993717651407,,
Poland, "", 334, "Jawornik 782", 32-400, 49.866032070000000, 19.911000393900000,,
Poland, "", 335, "Lwowska/ Modrzejewska", 33-300, 49.624554000000000, 20.708359800000000,,
Poland, "", 336, "Kazimierza Górskiego 2", 81-304, 54.503319565600000, 18.531720145400000,,
Poland, "", 337, "Świętokrzyska 2", 80-041, 54.327010655200000, 18.608018159900000,,
Poland, "", 338, "ul. Wrocławska 36", 62-300, 52.312239891100000, 17.554156527000000,,
Poland, "", 339, "Ks. Franciszka Kutrowskiego 76", 55-200, 50.954027000000000, 17.272463000000000,,
Poland, "", 340, "Stanisława Matyi 2", 61-586, 52.402729797800000, 16.913594305500000,,
Poland, "", 341, "ul. Stawowa 61", 31-346, 50.092018914200000, 19.898060149200000,,
Poland, "", 342, "ul. Świerkowa 18B", 26-130, 51.030397080800000, 20.816539968800000,,
Poland, "", 343, "Poznańska 85", 62-035, 52.255299588400000, 17.076168441000000,,
Poland, "", 344, "Olempin 14 B", 24-173, 51.390221000000000, 22.249580000000000,,
Poland, "", 345, "Łany 31D", 24-173, 51.388360706700000, 22.247378826100000,,
Poland, "", 346, "Al. Jerozolimskie 54", 00-495, 52.228828283300000, 21.004103198600000,,
Poland, "", 347, "Bukowska 156", 60-198, 52.410820000000000, 16.861516800000000,,
Poland, "", 348, "Lubelska 216", 22-100, 51.146027559840036, 23.438427499222810,,
Poland, "", 349, "Mikołaja Kopernika 101", 15-396, 53.122902697000000, 23.122860679600000,,
Poland, "", 350, "ul. Cieślaka 5", 78-400, 53.708773100000000, 16.707160600000000,,
Poland, "", 351, "Wał Miedzeszyński 249 A", 04-866, 52.174398508315790, 21.149157864361364,,
Poland, "", 353, "Ul. Heidi Wernerus - Neumann 1", 37-700, 49.783559500000000, 22.805065627500000,,
Poland, "", 354, "Legionów 2", 72-600, 53.914407713900000, 14.232470783200000,,
Poland, "", 356, "Górnośląska 82", 62-800, 51.744385666800000, 18.069355595200000,,
Poland, "", 357, "Piłsudskiego 74", 08-110, 52.168484500000000, 22.270680000000000,,
Poland, "", 359, "Broniszew 107", 05-610, 51.744490442974715, 20.911935046611045,,
Poland, "", 360, "Plac Konstytucji 1", 81-354, 54.521369783600000, 18.529804786500000,,
Poland, "", 361, "Polesie 129", 99-418, 52.026945973400000, 20.005087808700000,,
Poland, "", 362, "Polesie 131 A", 99-418, 52.029287352373750, 20.001790523529053,,
Poland, "", 363, "Kłaj 1050 A", 32-015, 49.988255349900000, 20.338107084400000,,
Poland, "", 364, "Kłaj 1052A", 32-015, 49.987510355100000, 20.341883634700000,,
Poland, "", 365, "Kotowice 50 A", 05-840, 52.156111879572400, 20.684971098414614,,
Poland, "", 366, "Kotowice 52 A", 05-840, 52.153589389450914, 20.684831142425537,,
Poland, "", 367, "ul. Tuwima 26", 10-748, 53.754040200000000, 20.484629400000000,,
Poland, "", 368, "ul. Warszawska 106", 05-520, 52.110377080300000, 21.113629038100000,,
Poland, "", 369, "ul. Marii Konopnickiej 2", 32-600, 50.045410244900000, 19.208800792700000,,
Poland, "", 370, "ul. Towarowa 1 A", 36-100, 50.241710916700000, 21.783033124000000,,
Poland, "", 371, "T. Kościuszki 34", 09-200, 52.864657000000000, 19.662832000000000,,
Poland, "", 372, "ul. 1 Maja 23B", 69-100, 52.348029156300000, 14.570649862300000,,
Poland, "", 373, "ul. Marszałka J. Piłsudskiego 105", 50-085, 51.098895900000000, 17.035806900000000,,
Poland, "", 374, "ul. Świętokrzyska 3", 00-360, 52.236875603761280, 21.018538177013397,,
Poland, "", 375, "Osinów Dolny 52", 74-520, 52.842768289500000, 14.130630080600000,,
Poland, "", 376, "ul. Woźniczki 15", 40-555, 50.231224383300000, 18.994274530700000,,
Poland, "", 377, "ul. Bolesława Chrobrego 1", 26-609, 51.406400000000000, 21.155190000000000,,
Poland, "", 378, "ul. Grunwaldzka 97 A", 83-000, 54.248250000000000, 18.633169000000000,,
Poland, "", 379, "ul. Podlesie 1", 34-300, 49.691116600000000, 19.181049700000000,,
Poland, "", 380, "Al. Unii Lubelskiej 2", 20-108, 51.249583000000000, 22.576276000000000,,
Poland, "", 381, "ul. Pułkownika Dąbka 152", 82-300, 54.184663900000000, 19.406995400000000,,
Poland, "", 382, "Żwirki i Wigury 1", 00-906, 52.171962404900000, 20.972284878800000,,
Poland, "", 383, "ul. Półwiejska 2A", 61-887, 52.404699800000000, 16.930702900000000,,
Poland, "", 384, "ul. Racławicka 12 A", 48-300, 50.474604543700000, 17.342358827600000,,
Poland, "", 385, "ul. Katowicka 43", 43-400, 49.763484347000000, 18.636669516600000,,
Poland, "", 386, "ul. Żwirki i Wigury 1", 00-906, 52.170810902700000, 20.972016657900000,,
Poland, "", 387, "ul. Leśna 2", 37-450, 50.559330394400000, 22.068283911700000,,
Poland, "", 388, "ul. Półwiejska 42", 61-888, 52.401073400000000, 16.928418900000000,,
Poland, "", 390, "ul. Jurowiecka 1", 15-101, 53.136333449700000, 23.163055467200000,,
Poland, "", 391, "ul. Odyseusza 16", 80-299, 54.433435800000000, 18.486681300000000,,
Poland, "", 392, "Wojska Polskiego 1", 85-171, 53.116070000000000, 18.010844000000000,,
Poland, "", 393, "ul. Grunwaldzka 59", 43-600, 50.201666300000000, 19.273322100000000,,
Poland, "", 394, "ul. Żabikowska 53 A", 62-030, 52.348954596000000, 16.881329119900000,,
Poland, "", 395, "Al. Jerozolimskie 142", 02-305, 52.218646900000000, 20.965882200000000,,
Poland, "", 396, "ul. Stanisława Żółkiewskiego 15", 87-100, 53.024725300000000, 18.637650300000000,,
Poland, "", 397, "ul. Patriotów 197", 04-858, 52.182309000000000, 21.189580000000000,,
Poland, "", 398, "ul. Świętokrzyska 35", 00-049, 52.235143000000000, 21.009498900000000,,
Poland, "", 399, "ul. Podgórska 34", 31-536, 50.053200206400000, 19.956120550600000,,
Poland, "", 400, "ul. Jagiellońska 39-47", 85-097, 53.124157200000000, 18.016694400000000,,
Poland, "", 402, "ul. Moniuszki 45", 68-200, 51.635539698600000, 15.119188427900000,,
Poland, "", 403, "Al. Wojska Polskiego 80H", 58-150, 50.973709000000000, 16.360083000000000,,
Poland, "", 404, "ul. Prosta 155", 44-203, 50.090746900000000, 18.576687700000000,,
Poland, "", 405, "Czarodzieja 1", 03-116, 52.332031579300000, 20.966390669300000,,
Poland, "", 408, "ul. Trzebińska 71", 32-500, 50.146051323600000, 19.422315359100000,,
Poland, "", 409, "ul. Bukowska 287", 60-189, 52.413355530900000, 16.834890246400000,,
Poland, "", 410, "ul. Warszawska 32", 05-100, 52.432950952600000, 20.696863532100000,,
Poland, "", 411, "ul. Bolesława Zwolińskiego 10", 26-613, 51.413442200000000, 21.205329900000000,,
Poland, "", 412, "ul. Kijowska 20", 03-743, 52.252335893100000, 21.052001416700000,,
Poland, "", 413, "ul. Pleszewska 1", 61-136, 52.397469980300000, 16.955112218900000,,
Poland, "", 414, "ul. Produkcyjna 97", 15-680, 53.158721316900000, 23.095611333800000,,
Poland, "", 415, "ul. Ks. Romana Jałocho 40A", 87-880, 52.654623718300000, 18.930097818400000,,
Poland, "", 416, "ul. Katowicka 64A", 41-406, 50.249647297400000, 19.117820262900000,,
Poland, "", 417, "ul. Katowicka 2b", 96-200, 51.750180000000000, 20.244850000000000,,
Poland, "", 418, "ul. Lipowa 13", 20-020, 51.244954600000000, 22.550569000000000,,
Poland, "", 419, "Sięganów 79C", 98-100, 51.554473127700000, 19.089486597400000,,
Poland, "", 420, "ul. Droga Nowowiejska 2", 83-200, 53.965818890200000, 18.515921831100000,,
Poland, "", 421, "ul. Kilińskiego 3", 87-800, 52.654734359400000, 19.061703085900000,,
Poland, "", 422, "ul. Grodzka 26", 31-044, 50.058864000000000, 19.938040000000000,,
Poland, "", 424, "Chojny S8", 98-360, 51.356601028900000, 18.524118661900000,,
Poland, "", 425, "ul. Kraśnicka 130", 20-718, 51.230390000000000, 22.481856228255793,,
Poland, "", 426, "ul. Szczecińska 10", 73-110, 53.339047900000000, 15.027979100000000,,
Poland, "", 427, "ul. Okulickiego 5", 05-500, 52.081311800000000, 21.019910300000000,,
Poland, "", 428, "ul. Światowida 17", 03-114, 52.317805558700000, 20.966699123400000,,
Poland, "", 429, "ul. Słowackiego 210", 80-298, 54.380836600000000, 18.468433200000000,,
Poland, "", 430, "ul. Sucha 1", 50-086, 51.096715200000000, 17.034150300000000,,
Poland, "", 431, "ul. Rzeczkowska 36", 06-400, 52.871331623700000, 20.629025101700000,,
Poland, "", 432, "ul. Bolesława Krzywoustego 47", 84-300, 54.532388257300000, 17.758488804100000,,
Poland, "", 433, "ul. Nowy Świat 10b", 66-100, 52.064892210200000, 15.617816448200000,,
Poland, "", 434, "ul. Głębocka 15", 03-287, 52.303046916800000, 21.058500769300000,,
Poland, "", 435, "Laskowiec 49", 43-607, 50.147702000000000, 19.299581000000000,,
Poland, "", 437, "ul. Podgórna 5a", 87-880, 52.656406958073420, 18.931524753570557,,
Poland, "", 438, "ul. Powstańców Śląskich 245", 44-340, 49.943534300000000, 18.428647700000000,,
Poland, "", 439, "ul. Olsztyńska 21", 11-700, 53.860622308600000, 21.282115341200000,,
Poland, "", 440, "ul. Racławicka 34", 21-040, 51.215620961000000, 22.692552502500000,,
Poland, "", 441, "Al. Jana Pawła II 26", 33-100, 50.030674800000000, 21.012397600000000,,
Poland, "", 442, "ul. Księcia Jeremiego Wiśniowieckiego 21", 93-645, 51.703018111300000, 19.605408310800000,,
Poland, "", 443, "ul. Kamieńca Podolskiego 12", 93-645, 51.702432989700000, 19.601910710300000,,
Poland, "", 444, "ul. Dojazd 11", 62-090, 52.497789636700000, 16.756322979900000,,
Poland, "", 445, "ul. Grochowska 207", 04-077, 52.244052684500000, 21.086591184100000,,
Poland, "", 446, "ul. Towarowa 2c", 43-100, 50.097239300000000, 19.007129100000000,,
Poland, "", 447, "Logistyczna  2A", 41-208, 50.252279500000000, 19.184798200000000,,
Poland, "", 448, "ul. Mrotecka 37", 89-100, 53.150605525300000, 17.590575814200000,,
Poland, "", 449, "al. Grunwaldzka 2", 98-200, 51.588425500000000, 18.721882000000000,,
Poland, "", 450, "ul. Targ Sienny 7 (Poziom +2)", 80-806, 54.349496624540760, 18.643258742327240,,
Poland, "", 451, "ul. Targ Sienny 7 (Poziom -1)", 80-806, 54.350261522319360, 18.645200900759093,,
Poland, "", 452, "1 Maja 76", 44-190, 50.235746686800000, 18.662298466700000,,
Poland, "", 453, "Aleksandrowice 156", 32-084, 50.081212683600000, 19.773126840600000,,
Poland, "", 455, "Leszczyńska 20", 43-300, 49.802533600000000, 19.051111900000000,,
Poland, "", 456, "Kościuszki 229", 40-600, 50.223773800000000, 18.987732500000000,,
Poland, "", 457, "ul.  Głogowska 15", 60-702, 52.401810022000000, 16.910212531100000,,
Poland, "", 458, "ul.Ostrobramska 75C", 04-175, 52.232490000000000, 21.106040000000000,,
Poland, "", 459, "ul.Koszalińska", 77-300, 53.669612365852046, 17.350630760192870,,
Poland, "", 461, "ul. Porozumienia Dąbrowskiego 1980 1C", 41-300, 50.318005199999990, 19.209771800000000,,
Poland, "", 462, "ul. Wspólna 25", 05-420, 52.127780973400000, 21.240012198700000,,
Poland, "", 463, "Al. Wojska Polskiego 11c", 62-800, 51.741629849831710, 18.051549367041808,,
Poland, "", 464, "Dobroszycka 3", 56-400, 51.226349900000000, 17.368292000000000,,
Poland, "", 465, "ul.Sienkiewicza 19", 05-800, 52.165644068800000, 20.793744465800000,,
Poland, "", 466, "ul.ks. Kardynała Stefana Wyszyńskiego 12", 27-200, 51.038413200000000, 21.087609200000000,,
Poland, "", 468, "ul. Piastowska 19", 58-200, 50.735497913800000, 16.647534361800000,,
Poland, "", 469, "Suwalska 80 A", 19-300, 53.833130600000000, 22.389708000000000,,
Poland, "", 470, "ul.Benicka 11A", 63-700, 51.699176983600000, 17.436056242500000,,
Poland, "", 471, "ul. Szosa Ciechocińska 9", 87-700, 52.870127070900000, 18.750958442700000,,
Poland, "", 472, "ul. Zygmunta Augusta 7", 85-082, 53.134802000000000, 17.991995000000000,,
Poland, "", 473, "ul.Sulechowska 43", 65-022, 51.957515699999990, 15.524548600000000,,
Poland, "", 475, "ul.Zgrupowania "AK" Kampinos 15", 05-075, 52.296690000000000, 20.931974100000000,,
Poland, "", 476, "Plac Dworcowy 2", 26-610, 51.391121500000000, 21.154965600000000,,
Poland, "", 477, "ul. Mikołaja Kopernika 17", 45-040, 50.670252900000000, 17.926775000000000,,
Poland, "", 479, "ul. Wiejska 1", 43-450, 49.758908496951510, 18.803718018706693,,
Poland, "", 480, "ul. Fabryczna 1 A", 62-065, 52.217870000000000, 16.367950000000000,,
Poland, "", 481, "ul. Wojska Polskiego 69 B", 16-300, 53.832786296402470, 22.963630557060240,,
Poland, "", 482, "ul. Władysława Grabskiego 16", 32-640, 49.997657098000000, 19.420692622700000,,
Poland, "", 483, "ul. Jana Pawła II 77a", 33-340, 49.568172686400000, 20.657043457000000,,
Poland, "", 484, "ul. Węgrowska 1 a", 08-300, 52.406728768657440, 22.224274277734395,,
Poland, "", 485, "ul. Wojska Polskiego 35", 05-530, 51.968810000000000, 21.214210000000000,,
Poland, "", 486, "al. Jana Pawła II", 99-400, 52.100985085600000, 19.932582034500000,,
Poland, "", 487, "Pawliki 10", 13-100, 53.299528000000000, 20.435457000000000,,
Poland, "", 488, "ul.Droga Trasa Średnicowa 45", 41-506, 50.276715992200000, 18.956835418900000,,
Poland, "", 489, "ul. Poznańska 72", 05-850, 52.215732201800000, 20.850183963800000,,
Poland, "", 490, "ul. Chojnicka 76", 83-400, 54.108879957400000, 17.975735664400000,,
Poland, "", 491, "ul. Kosciuszki 75", 99-300, 52.245486817600000, 19.376749992400000,,
Poland, "", 492, "ul. Handlowa 6", 55-080, 51.022886122600000, 16.760161820500000,,
Poland, "", 493, "ul. Francuska 6", 55-040, 51.053395000000000, 16.971784000000000,,
Poland, "", 494, "ul.Reformacka 28", 32-020, 49.994280829702240, 20.054565359544500,,
Poland, "", 495, "ul.Strzelców Bytomskich 230", 41-933, 50.392002500000000, 18.880832000000000,,
Poland, "", 496, "ul. 1 Maja 317", 41-710, 50.275843723400000, 18.863611221300000,,
Poland, "", 497, "ul. Tadeusza Śliwiaka 36", 30-797, 50.037670000000000, 20.051656000000000,,
Poland, "", 498, "ul. Rozwojowa 1", 11-034, 53.725459000814375, 20.437746047973633,,
Poland, "", 500, "Wojska Polskiego 213", 86-100, 53.418957577936894, 18.476579189300537,,
Poland, "", 501, "ul. Św. Jana Pawła II 22A", 41-303, 50.393622922700000, 19.232039451600000,,
Poland, "", 503, "ul. Radzymińska 94A", 03-574, 52.266380000000000, 21.059220000000000,,
Poland, "", 514, "ul.Rondo Daszyńskiego 2", 00-843, 52.228547800000000, 20.984968690000000,,
Poland, "", 517, "ul. Wrocławska 132", 41-902, 50.352350000000000, 18.877750000000000,,
Poland, "", 518, "Krasińskiego 24", 26-110, 51.117661618531850, 20.862400101403267,,
Poland, "", 519, "Wisznia Mała 4", 55-114, 51.260590000000000, 17.046255000000000,,
Poland, "", 544, "Karola Krausa 52", 43-346, 49.841871000000000, 19.068195000000000,,
Poland, "", 545, "ul. Zagłębiowska 1", 42-400, 50.485769000000000, 19.397745000000000,,
Poland, "", 546, "Senatorska 2", 00-075, 52.247053507684550, 21.012680232524872,,
Poland, "", 547, "Warszawska 1a", 05-820, 52.191438543482700, 20.855813940818845,,
Poland, "", 548, "ul. Prudnicka 35", 47-300, 50.469109000000000, 17.954361000000000,,
Poland, "", 551, "Aleja Kochlicka 2", 59-222, 51.283963507200000, 16.151850412400000,,
Poland, "", 552, "Aleja Kochlicka 1", 59-222, 51.284625768300000, 16.149722950300000,,
Poland, "", 553, "Kapitulna", 87-800, 52.653453087500000, 19.046981077200000,,
Poland, "", 555, "Biała Droga 1A", 34-120, 49.860535600000000, 19.322079800000000,,
Poland, "", 556, "Wyszkowska 7", 06-100, 52.697380000000000, 21.086970000000000,,
Poland, "", 557, "Karola Mytnika 7", 75-129, 54.207872993754700, 16.151471339681844,,
Poland, "", 558, "Kaliska 79", 62-700, 52.012881500000000, 18.484688000000000,,
Poland, "", 560, "Główna 1c", 44-237, 50.131148000000000, 18.689721000000000,,
Poland, "", 561, "Aliantów 33G", 88-400, 52.849326000000000, 17.698107000000000,,
Poland, "", 562, "Stanisława Stojałowskiego 2", 30-611, 50.005411800000000, 19.946113200000000,,
Poland, "", 574, "Geodetów 1", 15-206, 53.123498000000000, 23.187337000000000,,
Poland, "", 575, "Morzęcino 80A", 55-140, 51.438637500000000, 16.897820100000000,,
Poland, "", 580, "Adama Mickiewicza 11", 17-100, 52.765865100000000, 23.186740500000000,,
Poland, "", 582, "al. Jerzego Szajnowicza-Iwanowa 16", 25-636, 50.882141284163150, 20.582625897302820,,
Poland, "", 583, "ul. Gostyńska 55", 63-100, 52.072590000000000, 17.033250000000000,,
Poland, "", 594, "ul. Bytomska 52", 41-940, 50.370302050000000, 18.944635500000000,,
Poland, "", 595, "ul. Starowiejska 31", 84-120, 54.790640246330060, 18.419437408447266,,
Poland, "", 596, "ul. Aleksandry z Lubomirskich Potockiej 4", 02-972, 52.153505600000000, 21.070933600000000,,
Poland, "", 597, "Łączyn 20c", 28-300, 50.623636740668170, 20.284186485572896,,
