name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon/0,typeofpokemon/1,weaknesses/0,weaknesses/1,weaknesses/2,weaknesses/3,evolutions/0,evolutions/1,evolutions/2,abilities/0,hp,attack,defense,special_attack,special_defense,speed,total,male_percentage,female_percentage,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,weaknesses/4,evolutions/3,weaknesses/5,weaknesses/6,evolutions/4,evolutions/5,evolutions/6,evolutions/7,evolutions/8
Buneary,#427,https://assets.pokemon.com/assets/cms2/img/pokedex/full/427.png,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",Its ears are always rolled up. They can be forcefully extended to shatter even a large boulder.,"1' 04""",Rabbit,12.1 lbs,Normal,,Fighting,,,,#427,#428,,Run Away,20,30,20,20,20,50,160,50%,50%,0,20 ,"Field, Human-Like ",,,70,,,,,,,,,
Lopunny,#428,https://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.","Extremely cautious, it quickly bounds off when it senses danger.","3' 11""",Rabbit,73.4 lbs,Normal,,Fighting,,,,#427,#428,,Cute Charm,30,40,40,30,40,60,240,50%,50%,0,20 ,"Field, Human-Like ",#427,(high Friendship),168,,,,,,,,,
Mismagius,#429,https://assets.pokemon.com/assets/cms2/img/pokedex/full/429.png,Its cries sound like incantations to torment the foe. It appears where you least expect it.,"It chants incantations. While they usually torment targets, some chants bring happiness.","2' 11""",Magical,9.7 lbs,Ghost,,Dark,Ghost,,,#200,#429,,Levitate,30,30,30,50,40,60,240,50%,50%,0,25 ,Amorphous ,#200,(use Dusk Stone),173,,,,,,,,,
Honchkrow,#430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/430.png,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.","If one utters a deep cry, many Murkrow gather quickly. For this, it is called “Summoner of Night.”","2' 11""",Big Boss,60.2 lbs,Dark,Flying,Electric,Ice,Rock,Fairy,#198,#430,,Insomnia,40,60,20,50,20,40,230,50%,50%,0,20 ,Flying ,#198,(use Dusk Stone),177,,,,,,,,,
Glameow,#431,https://assets.pokemon.com/assets/cms2/img/pokedex/full/431.png,"When it's happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,"1' 08""",Catty,8.6 lbs,Normal,,Fighting,,,,#431,#432,,Limber,20,30,20,20,20,50,160,25%,75%,0,20 ,Field ,,,62,,,,,,,,,
Purugly,#432,https://assets.pokemon.com/assets/cms2/img/pokedex/full/432.png,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",It would claim another Pokémon's nest as its own if it finds a nest sufficiently comfortable.,"3' 03""",Tiger Cat,96.6 lbs,Normal,,Fighting,,,,#431,#432,,Own Tempo,30,40,30,30,30,60,220,25%,75%,0,20 ,Field ,#431,(Level 38),158,,,,,,,,,
Chingling,#433,https://assets.pokemon.com/assets/cms2/img/pokedex/full/433.png,"There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound.","Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries.","0' 08""",Bell,1.3 lbs,Psychic,,Bug,Dark,Ghost,,#433,#358,,Levitate,20,20,20,30,20,30,140,50%,50%,0,25 ,Undiscovered ,,,57,,,,,,,,,
Stunky,#434,https://assets.pokemon.com/assets/cms2/img/pokedex/full/434.png,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,"It sprays a foul fluid from its rear. Its stench spreads over a mile radius, driving Pokémon away.","1' 04""",Skunk,42.3 lbs,Poison,Dark,Ground,,,,#434,#435,,Stench,30,30,20,20,20,40,160,50%,50%,0,20 ,Field ,,,66,,,,,,,,,
Skuntank,#435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/435.png,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,"3' 03""",Skunk,83.8 lbs,Poison,Dark,Ground,,,,#434,#435,,Stench,40,50,30,30,30,50,230,50%,50%,0,20 ,Field ,#434,(Level 34),168,,,,,,,,,
Bronzor,#436,https://assets.pokemon.com/assets/cms2/img/pokedex/full/436.png,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,Ancient people believed that the pattern on Bronzor's back contained a mysterious power.,"1' 08""",Bronze,133.4 lbs,Steel,Psychic,Fire,Ground,Ghost,Dark,#436,#437,,Levitate,20,10,40,10,40,10,130,,,1,20 ,Mineral ,,,60,,,,,,,,,
Bronzong,#437,https://assets.pokemon.com/assets/cms2/img/pokedex/full/437.png,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,"In ages past, this Pokémon was revered as a bringer of rain. It was found buried in the ground.","4' 03""",Bronze Bell,412.3 lbs,Steel,Psychic,Fire,Ground,Ghost,Dark,#436,#437,,Levitate,30,50,50,40,50,20,240,,,1,20 ,Mineral ,#436,(Level 33),175,,,,,,,,,
Bonsly,#438,https://assets.pokemon.com/assets/cms2/img/pokedex/full/438.png,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,It prefers arid environments. It leaks water from its eyes to adjust its body's fluid levels.,"1' 08""",Bonsai,33.1 lbs,Rock,,Fighting,Grass,Ground,Steel,#438,#185,,Rock Head,20,40,40,10,20,10,140,50%,50%,0,20 ,Undiscovered ,,,58,Water,,,,,,,,
Mime Jr.,#439,https://assets.pokemon.com/assets/cms2/img/pokedex/full/439.png,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.","In an attempt to confuse its enemy, it mimics the enemy's movements. Then it wastes no time in making itself scarce!","2' 00""",Mime,28.7 lbs,Psychic,Fairy,Ghost,Steel,Poison,,#439,#122,,Soundproof,10,10,20,30,40,30,140,50%,50%,0,25 ,Undiscovered ,,,62,,,,,,,,,
Happiny,#440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/440.png,"It carefully carries a round, white rock that it thinks is an egg. It's bothered by how curly its hair looks.","It carries a round, egg-shaped rock in its belly pouch and gives the rock to its friends.","2' 00""",Playhouse,53.8 lbs,Normal,,Fighting,,,,#440,#113,#242,Natural Cure,40,10,10,10,30,20,120,0%,100%,0,40 ,Undiscovered ,,,110,,,,,,,,,
Chatot,#441,https://assets.pokemon.com/assets/cms2/img/pokedex/full/441.png,"It can learn and speak human words. If they gather, they all learn the same saying.",It mimics the cries of other Pokémon to trick them into thinking it's one of them. This way they won't attack it.,"1' 08""",Music Note,4.2 lbs,Normal,Flying,Electric,Ice,Rock,,#441,,,Keen Eye,30,30,20,50,20,50,200,50%,50%,0,20 ,Flying ,,,144,,,,,,,,,
Spiritomb,#442,https://assets.pokemon.com/assets/cms2/img/pokedex/full/442.png,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.,"3' 03""",Forbidden,238.1 lbs,Ghost,Dark,Fairy,,,,#442,,,Pressure,20,50,50,50,50,20,240,50%,50%,0,30 ,Amorphous ,,,170,,,,,,,,,
Gible,#443,https://assets.pokemon.com/assets/cms2/img/pokedex/full/443.png,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",It nests in horizontal holes warmed by geothermal heat. Foes who get too close can expect to be pounced on and bitten.,"2' 04""",Land Shark,45.2 lbs,Dragon,Ground,Ice,Dragon,Fairy,,#443,#444,#445,Sand Veil,30,40,20,20,20,20,150,50%,50%,0,40 ,"Dragon, Monster ",,,60,,,,,,,,,
Gabite,#444,https://assets.pokemon.com/assets/cms2/img/pokedex/full/444.png,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",It loves sparkly things. It seeks treasures in caves and hoards the loot in its nest.,"4' 07""",Cave,123.5 lbs,Dragon,Ground,Ice,Dragon,Fairy,,#443,#444,#445,Sand Veil,30,50,30,20,20,40,190,50%,50%,0,40 ,"Dragon, Monster ",#443,(Level 24),144,,,,,,,,,
Garchomp,#445,https://assets.pokemon.com/assets/cms2/img/pokedex/full/445.png,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","6' 03""",Mach,209.4 lbs,Dragon,Ground,Ice,Dragon,Fairy,,#443,#444,#445,Sand Veil,40,70,40,40,40,50,280,50%,50%,0,40 ,"Dragon, Monster ",#444,(Level 48),270,,,,,,,,,
Munchlax,#446,https://assets.pokemon.com/assets/cms2/img/pokedex/full/446.png,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,"It hides food under its long body hair. However, it forgets it has hidden the food.","2' 00""",Big Eater,231.5 lbs,Normal,,Fighting,,,,#446,#143,,Pickup,50,40,20,20,40,10,180,87.5%,12.5%,0,40 ,Undiscovered ,,,78,,,,,,,,,
Riolu,#447,https://assets.pokemon.com/assets/cms2/img/pokedex/full/447.png,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,"It uses the shapes of auras, which change according to emotion, to communicate with others.","2' 04""",Emanation,44.5 lbs,Fighting,,Flying,Psychic,Fairy,,#447,#448,,Inner Focus,20,40,20,20,20,30,150,87.5%,12.5%,0,25 ,Undiscovered ,,,57,,,,,,,,,
Lucario,#448,https://assets.pokemon.com/assets/cms2/img/pokedex/full/448.png,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.","By catching the aura emanating from others, it can read their thoughts and movements.","3' 11""",Aura,119.0 lbs,Fighting,Steel,Fighting,Fire,Ground,,#447,#448,,Inner Focus,30,60,30,60,30,50,260,87.5%,12.5%,0,25 ,"Field, Human-Like ",#447,"(high Friendship, Daytime)",184,,,,,,,,,
Hippopotas,#449,https://assets.pokemon.com/assets/cms2/img/pokedex/full/449.png,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.","2' 07""",Hippo,109.1 lbs,Ground,,Grass,Ice,Water,,#449,#450,,Sand Stream,30,40,30,20,20,20,160,50%,50%,0,30 ,Field ,,,66,,,,,,,,,
Hippowdon,#450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/450.png,It blasts internally stored sand from ports on its body to create a towering twister for attack.,It brandishes its gaping mouth in a display of fearsome strength. It raises vast quantities of sand while attacking.,"6' 07""",Heavyweight,661.4 lbs,Ground,,Grass,Ice,Water,,#449,#450,,Sand Stream,40,60,50,30,30,30,240,50%,50%,0,30 ,Field ,#449,(Level 34),184,,,,,,,,,
Skorupi,#451,https://assets.pokemon.com/assets/cms2/img/pokedex/full/451.png,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,"2' 07""",Scorpion,26.5 lbs,Poison,Bug,Fire,Flying,Psychic,Rock,#451,#452,,Sniper,20,30,40,10,20,40,160,50%,50%,0,20 ,"Bug, Water 3 ",,,66,,,,,,,,,
Drapion,#452,https://assets.pokemon.com/assets/cms2/img/pokedex/full/452.png,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,"It takes pride in its strength. Even though it can tear foes apart, it finishes them off with powerful poison.","4' 03""",Ogre Scorpion,135.6 lbs,Poison,Dark,Ground,,,,#451,#452,,Sniper,30,50,50,30,30,50,240,50%,50%,0,20 ,"Bug, Water 3 ",#451,(Level 40),175,,,,,,,,,
Croagunk,#453,https://assets.pokemon.com/assets/cms2/img/pokedex/full/453.png,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,"2' 04""",Toxic Mouth,50.7 lbs,Poison,Fighting,Psychic,Flying,Ground,,#453,#454,,Dry Skin,20,30,20,30,20,30,150,50%,50%,0,10 ,Human-Like ,,,60,,,,,,,,,
Toxicroak,#454,https://assets.pokemon.com/assets/cms2/img/pokedex/full/454.png,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,"It has a poison sac at its throat. When it croaks, the stored poison is churned for greater potency.","4' 03""",Toxic Mouth,97.9 lbs,Poison,Fighting,Psychic,Flying,Ground,,#453,#454,,Dry Skin,30,50,30,40,30,50,230,50%,50%,0,20 ,Human-Like ,#453,(Level 37),172,,,,,,,,,
Carnivine,#455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/455.png,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.","4' 07""",Bug Catcher,59.5 lbs,Grass,,Bug,Fire,Flying,Ice,#455,,,Levitate,30,50,30,40,30,30,210,50%,50%,0,25 ,Grass ,,,159,Poison,,,,,,,,
Finneon,#456,https://assets.pokemon.com/assets/cms2/img/pokedex/full/456.png,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",The line running down its side can store sunlight. It shines vividly at night.,"1' 04""",Wing Fish,15.4 lbs,Water,,Electric,Grass,,,#456,#457,,Swift Swim,20,30,30,20,30,40,170,50%,50%,0,20 ,Water 2 ,,,66,,,,,,,,,
Lumineon,#457,https://assets.pokemon.com/assets/cms2/img/pokedex/full/457.png,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,"3' 11""",Neon,52.9 lbs,Water,,Electric,Grass,,,#456,#457,,Swift Swim,30,40,30,30,40,50,220,50%,50%,0,20 ,Water 2 ,#456,(Level 31),161,,,,,,,,,
Mantyke,#458,https://assets.pokemon.com/assets/cms2/img/pokedex/full/458.png,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",The pattern on its back varies by region. It often swims in a school of Remoraid.,"3' 03""",Kite,143.3 lbs,Water,Flying,Electric,Rock,,,#458,#226,,Water Absorb,20,10,20,30,50,30,160,50%,50%,0,25 ,Undiscovered ,,,69,,,,,,,,,
Snover,#459,https://assets.pokemon.com/assets/cms2/img/pokedex/full/459.png,"In the spring, it grows berries with the texture of frozen treats around its belly.","During cold seasons, it migrates to the mountain's lower reaches. It returns to the snow-covered summit in the spring.","3' 03""",Frost Tree,111.3 lbs,Grass,Ice,Fire,Bug,Fighting,Flying,#459,#460,,Snow Warning,30,30,20,30,30,20,160,50%,50%,0,20 ,"Grass, Monster ",,,67,Poison,,Rock,Steel,,,,,
Abomasnow,#460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/460.png,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,It blankets wide areas in snow by whipping up blizzards. It is also known as “The Ice Monster.”,"7' 03""",Frost Tree,298.7 lbs,Grass,Ice,Fire,Bug,Fighting,Flying,#459,#460,,Snow Warning,40,50,30,50,40,30,240,50%,50%,0,20 ,"Grass, Monster ",#459,(Level 40),173,Poison,,Rock,Steel,,,,,
Weavile,#461,https://assets.pokemon.com/assets/cms2/img/pokedex/full/461.png,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.",It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.,"3' 07""",Sharp Claw,75.0 lbs,Dark,Ice,Fighting,Bug,Fire,Rock,#215,#461,,Pressure,30,60,30,20,40,70,250,50%,50%,0,20 ,Field ,#215,"(hold Razor Claw, Nighttime)",179,Steel,,Fairy,,,,,,
Magnezone,#462,https://assets.pokemon.com/assets/cms2/img/pokedex/full/462.png,It evolved from exposure to a special magnetic field. Three units generate magnetism.,"Sometimes the magnetism emitted by Magnezone is too strong, making them attract each other so they cannot move.","3' 11""",Magnet Area,396.8 lbs,Electric,Steel,Ground,Fire,Fighting,,#081,#082,#462,Sturdy,30,40,50,60,40,30,250,,,1,20 ,Mineral ,#082,(level up in a Magnetic Field area),241,,,,,,,,,
Lickilicky,#463,https://assets.pokemon.com/assets/cms2/img/pokedex/full/463.png,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,"5' 07""",Licking,308.6 lbs,Normal,,Fighting,,,,#108,#463,,Oblivious,40,40,40,40,40,30,230,50%,50%,0,20 ,Monster ,#108,(after Rollout learned),180,,,,,,,,,
Rhyperior,#464,https://assets.pokemon.com/assets/cms2/img/pokedex/full/464.png,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,"From holes in its palms, it fires out Geodude. Its carapace can withstand volcanic eruptions.","7' 10""",Drill,623.5 lbs,Ground,Rock,Grass,Water,Fighting,Ground,#111,#112,#464,Lightning Rod,50,70,60,30,20,20,250,50%,50%,0,20 ,"Field, Monster ",#112,(trade holding Protector),241,Ice,,Steel,,,,,,
Tangrowth,#465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/465.png,"Its vines grow so profusely that, in the warm season, you can't even see its eyes.",It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,"6' 07""",Vine,283.5 lbs,Grass,,Bug,Fire,Flying,Ice,#114,#465,,Chlorophyll,40,50,50,50,20,30,240,50%,50%,0,20 ,Grass ,#114,(after Ancient Power learned),187,Poison,,,,,,,,
Electivire,#466,https://assets.pokemon.com/assets/cms2/img/pokedex/full/466.png,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.","As its electric charge amplifies, blue sparks begin to crackle between its horns.","5' 11""",Thunderbolt,305.6 lbs,Electric,,Ground,,,,#239,#125,#466,Motor Drive,30,60,30,50,40,50,260,75%,25%,0,25 ,Human-Like ,#125,(trade holding Electirizer),243,,,,,,,,,
Magmortar,#467,https://assets.pokemon.com/assets/cms2/img/pokedex/full/467.png,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.","It blasts fireballs of over 3,600 degrees Fahrenheit from the ends of its arms. It lives in volcanic craters.","5' 03""",Blast,149.9 lbs,Fire,,Ground,Rock,Water,,#240,#126,#467,Flame Body,30,50,30,60,40,50,260,75%,25%,0,25 ,Human-Like ,#126,(trade holding Magmarizer),243,,,,,,,,,
Togekiss,#468,https://assets.pokemon.com/assets/cms2/img/pokedex/full/468.png,It shares many blessings with people who respect one another's rights and avoid needless strife.,"As everyone knows, it visits peaceful regions, bringing them gifts of kindness and sweet blessings.","4' 11""",Jubilee,83.8 lbs,Fairy,Flying,Electric,Ice,Rock,Steel,#175,#176,#468,Serene Grace,30,30,40,60,50,40,250,87.5%,12.5%,0,10 ,"Fairy, Flying ",#176,(use Shiny Stone),245,Poison,,,,,,,,
Yanmega,#469,https://assets.pokemon.com/assets/cms2/img/pokedex/full/469.png,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,It prefers to battle by biting apart foes' heads instantly while flying by at high speed.,"6' 03""",Ogre Darner,113.5 lbs,Bug,Flying,Rock,Electric,Fire,Flying,#193,#469,,Tinted Lens,40,40,40,60,20,50,250,50%,50%,0,20 ,Bug ,#193,(after Ancient Power learned),180,Ice,,,,,,,,
Leafeon,#470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/470.png,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.","When you see Leafeon asleep in a patch of sunshine, you'll know it is using photosynthesis to produce clean air.","3' 03""",Verdant,56.2 lbs,Grass,,Bug,Fire,Flying,Ice,#133,#134,#135,Leaf Guard,30,60,60,30,30,50,260,87.5%,12.5%,0,35 ,Field ,#133,(level up near a Mossy Rock),184,Poison,#136,,,#197,#471,#470,#196,#700
Glaceon,#471,https://assets.pokemon.com/assets/cms2/img/pokedex/full/471.png,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,"By controlling its body heat, it can freeze the atmosphere around it to make a diamond-dust flurry.","2' 07""",Fresh Snow,57.1 lbs,Ice,,Fire,Fighting,Rock,Steel,#133,#134,#135,Snow Cloak,30,30,50,60,40,40,250,87.5%,12.5%,0,35 ,Field ,#133,(level up near an Icy Rock),184,,#136,,,#197,#471,#470,#196,#700
Gliscor,#472,https://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png,Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!","6' 07""",Fang Scorpion,93.7 lbs,Ground,Flying,Ice,Water,,,#207,#472,,Sand Veil,30,50,50,20,30,50,230,50%,50%,0,20 ,Bug ,#207,"(hold Razor Fang, Nighttime)",179,,,,,,,,,
Mamoswine,#473,https://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,"A frozen Mamoswine was dug from ice dating back 10,000 years. This Pokémon has been around a long, long, long time.","8' 02""",Twin Tusk,641.5 lbs,Ice,Ground,Fighting,Fire,Grass,Steel,#220,#221,#473,Oblivious,40,70,40,30,30,40,250,50%,50%,0,20 ,Field ,#221,(after Ancient Power learned),239,Water,,,,,,,,
Porygon-Z,#474,https://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png,Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...,"Additional software was installed to make it a better Pokémon. It began acting oddly, however.","2' 11""",Virtual,75.0 lbs,Normal,,Fighting,,,,#137,#233,#474,Adaptability,30,40,30,70,30,50,250,,,1,20 ,Mineral ,#233,(trade holding Dubious Disc),241,,,,,,,,,
Gallade,#475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.","Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce.","5' 03""",Blade,114.6 lbs,Psychic,Fighting,Flying,Ghost,Fairy,,#280,#281,#282,Steadfast,30,60,30,30,50,40,240,100%,0%,0,20 ,Amorphous ,#282,"(use Dawn Stone, Male)",233,,#475,,,,,,,
Probopass,#476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png,It freely controls three small units called Mini-Noses using magnetic force.,It exudes strong magnetism from all over. It controls three small units called Mini-Noses.,"4' 07""",Compass,749.6 lbs,Rock,Steel,Fighting,Ground,Water,,#299,#476,,Sturdy,30,30,60,40,60,20,240,50%,50%,0,20 ,Mineral ,#299,(level up in a Magnetic Field area),184,,,,,,,,,
Dusknoir,#477,https://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,It is said to take lost spirits into its pliant body and guide them home.,"7' 03""",Gripper,235.0 lbs,Ghost,,Dark,Ghost,,,#355,#356,#477,Pressure,20,50,60,30,60,30,250,50%,50%,0,25 ,Amorphous ,#356,(trade holding Reaper Cloth),236,,,,,,,,,
Froslass,#478,https://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,It freezes foes with an icy breath nearly -60 degrees Fahrenheit. What seems to be its body is actually hollow.,"4' 03""",Snow Land,58.6 lbs,Ice,Ghost,Dark,Fire,Ghost,Rock,#361,#362,#478,Snow Cloak,30,40,30,40,30,60,230,0%,100%,0,20 ,"Fairy, Mineral ",#362,"(use Dawn Stone, Female)",168,Steel,,,,,,,,
Rotom,#479,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,"Research continues on this Pokémon, which could be the power source of a unique motor.","1' 00""",Plasma,0.7 lbs,Electric,Ghost,Ghost,Dark,,,#479,,,Levitate,20,30,30,50,30,50,210,,,1,20 ,Amorphous ,,,154,,,,,,,,,
Uxie,#480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png,It is said that its emergence gave humans the intelligence to improve their quality of life.,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,"1' 00""",Knowledge,0.7 lbs,Psychic,,Bug,Dark,Ghost,,#480,,,Levitate,30,40,60,40,50,50,270,,,1,80 ,Undiscovered ,,,261,,,,,,,,,
Mesprit,#481,https://assets.pokemon.com/assets/cms2/img/pokedex/full/481.png,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface.,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.","1' 00""",Emotion,0.7 lbs,Psychic,,Bug,Dark,Ghost,,#481,,,Levitate,30,50,50,50,40,40,260,,,1,80 ,Undiscovered ,,,261,,,,,,,,,
Azelf,#482,https://assets.pokemon.com/assets/cms2/img/pokedex/full/482.png,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,"1' 00""",Willpower,0.7 lbs,Psychic,,Bug,Dark,Ghost,,#482,,,Levitate,30,60,30,60,30,60,270,,,1,80 ,Undiscovered ,,,261,,,,,,,,,
Dialga,#483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/483.png,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.,"17' 09""",Temporal,1505.8 lbs,Steel,Dragon,Fighting,Ground,,,#483,,,Pressure,40,60,50,70,40,50,310,,,1,120 ,Undiscovered ,,,306,,,,,,,,,
Palkia,#484,https://assets.pokemon.com/assets/cms2/img/pokedex/full/484.png,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,"13' 09""",Spatial,740.8 lbs,Water,Dragon,Dragon,Fairy,,,#484,,,Pressure,40,60,40,70,50,50,310,,,1,120 ,Undiscovered ,,,306,,,,,,,,,
Heatran,#485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/485.png,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,"5' 07""",Lava Dome,948.0 lbs,Fire,Steel,Ground,Fighting,Water,,#485,,,Flash Fire,40,50,50,60,40,40,280,50%,50%,0,10 ,Undiscovered ,,,270,,,,,,,,,
Regigigas,#486,https://assets.pokemon.com/assets/cms2/img/pokedex/full/486.png,There is an enduring legend that states this Pokémon towed continents with ropes.,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.","12' 02""",Colossal,925.9 lbs,Normal,,Fighting,,,,#486,,,Slow Start,40,80,50,40,50,50,310,,,1,120 ,Undiscovered ,,,302,,,,,,,,,
Giratina,#487,https://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png,It was banished for its violence. It silently gazed upon the old world from the Distortion World.,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.","14' 09""",Renegade,1653.5 lbs,Ghost,Dragon,Dark,Dragon,Ghost,Ice,#487,,,Pressure,60,50,50,50,50,50,310,,,1,120 ,Undiscovered ,,,306,Fairy,,,,,,,,
Cresselia,#488,https://assets.pokemon.com/assets/cms2/img/pokedex/full/488.png,Those who sleep holding Cresselia's feather are assured of joyful dreams. It is said to represent the crescent moon.,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,"4' 11""",Lunar,188.7 lbs,Psychic,,Bug,Dark,Ghost,,#488,,,Levitate,50,40,50,40,50,50,280,0%,100%,0,120 ,Undiscovered ,,,270,,,,,,,,,
Phione,#489,https://assets.pokemon.com/assets/cms2/img/pokedex/full/489.png,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.","When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.","1' 04""",Sea Drifter,6.8 lbs,Water,,Electric,Grass,,,#489,,,Hydration,30,40,40,40,30,40,220,,,1,40 ,"Fairy, Water 1 ",,,216,,,,,,,,,
Manaphy,#490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/490.png,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,It is born with a wondrous power that lets it bond with any kind of Pokémon.,"1' 00""",Seafaring,3.1 lbs,Water,,Electric,Grass,,,#490,,,Hydration,40,50,40,50,40,50,270,,,1,10 ,"Fairy, Water 1 ",,,270,,,,,,,,,
