ID, Name, Date, In Danger, Danger list, long, lat, Area [ha], Category, Countries, Region
1179, "Swiss Tectonic Arena Sardona", 2008, 0, , 9.25, 46.91666667, 32850, Natural, "Switzerland", "Europe and North America"
1181, "Le Havre, the City Rebuilt by Auguste Perret", 2005, 0, , 0.1075, 49.49278, 133, Cultural, "France", "Europe and North America"
1182, "Islands and Protected Areas of the Gulf of California", 2005, 1, Y 2019, -112.54583, 27.62667, 688558, Natural, "Mexico", "Latin America and the Caribbean"
1183, "Kondoa Rock-Art Sites", 2006, 0, , 35.83388889, -4.724444444, 233600, Cultural, "United Republic of Tanzania", "Africa"
1185, "Plantin-Moretus House-Workshops-Museum Complex", 2005, 0, , 4.39778, 51.21833, 0.23, Cultural, "Belgium", "Europe and North America"
1186, "Wadi Al-Hitan (Whale Valley)", 2005, 0, , 30.18333, 29.33333, 20015, Natural, "Egypt", "Arab States"
1187, "Struve Geodetic Arc", 2005, 0, , 26.33777778, 59.05777778, 0, Cultural, "Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine", "Europe and North America"
1188, "Soltaniyeh", 2005, 0, , 48.79667, 36.43528, 790.146, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1189, "Harar Jugol, the Fortified Historic Town", 2006, 0, , 42.13777778, 9.308888889, 48, Cultural, "Ethiopia", "Africa"
1192, "Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun", 2005, 0, , 50.52722222, 26.23306, 70.4, Cultural, "Bahrain", "Arab States"
1193, "Shiretoko", 2005, 0, , 144.96583, 43.94944, 71100, Natural, "Japan", "Asia and the Pacific"
1194, "Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy", 2012, 0, , 115.4027778, -8.259166667, 19519.9, Cultural, "Indonesia", "Asia and the Pacific"
1195, "West Norwegian Fjords – Geirangerfjord and Nærøyfjord", 2005, 0, , 7.16667, 62.11667, 122712, Natural, "Norway", "Europe and North America"
1196, "Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh", 2005, 0, , 26.69139, 53.22278, 0, Cultural, "Belarus", "Europe and North America"
1199, "Kunya-Urgench", 2005, 0, , 59.08494, 42.18318, 353.24, Cultural, "Turkmenistan", "Asia and the Pacific"
1200, "Syracuse and the Rocky Necropolis of Pantalica", 2005, 0, , 15.29306, 37.05944, 898.46, Cultural, "Italy", "Europe and North America"
1201, "Mount Mulanje Cultural Landscape", 2025, 0, , 35.65805556, -15.91166667, 89549, Cultural, "Malawi", "Africa"
1202, "Urban Historic Centre of Cienfuegos", 2005, 0, , -80.452183, 22.145887, 70, Cultural, "Cuba", "Latin America and the Caribbean"
1203, "Central Highlands of Sri Lanka", 2010, 0, , 80.8021, 7.45245, 56844, Natural, "Sri Lanka", "Asia and the Pacific"
1207, "<i>Aflaj</i> Irrigation Systems of Oman", 2006, 0, , 57.53605556, 22.99888889, 1455.949, Cultural, "Oman", "Arab States"
1208, "Bam and its Cultural Landscape", 2004, 0, P 2004-2013, 58.36666667, 29.11683, 0, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1209, "Agave Landscape and Ancient Industrial Facilities of Tequila", 2006, 0, , -103.7786111, 20.86305556, 35018.852, Cultural, "Mexico", "Latin America and the Caribbean"
1211, "Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>", 2006, 0, , 8.931111111, 44.41222222, 15.777, Cultural, "Italy", "Europe and North America"
1213, "Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains", 2006, 0, , 103, 30.83333333, 924500, Natural, "China", "Asia and the Pacific"
1214, "Sewell Mining Town", 2006, 0, , -70.38277778, -34.08444444, 17.2, Cultural, "Chile", "Latin America and the Caribbean"
1215, "Cornwall and West Devon Mining Landscape", 2006, 0, , -5.383611111, 50.13611111, 19719, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
1216, "Malpelo Fauna and Flora Sanctuary", 2006, 0, , -81.607572, 4.003344, 857500, Natural, "Colombia", "Latin America and the Caribbean"
1217, "Vizcaya Bridge", 2006, 0, , -3.016833333, 43.323175, 0.8595, Cultural, "Spain", "Europe and North America"
1220, "Bahá’i Holy Places in Haifa and the Western Galilee", 2008, 0, , 34.97164889, 32.82939667, 62.58, Cultural, "Israel", "Europe and North America"
1221, "Rideau Canal", 2007, 0, , -75.765125, 44.99438611, 21454.81, Cultural, "Canada", "Europe and North America"
1222, "Bisotun", 2006, 0, , 47.43666667, 34.38833333, 187, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1223, "Melaka and George Town, Historic Cities of the Straits of Malacca", 2008, 0, , 100.3458333, 5.421388889, 154.68, Cultural, "Malaysia", "Asia and the Pacific"
1224, "Temple of Preah Vihear", 2008, 0, , 104.6838889, 14.38833333, 154.7, Cultural, "Cambodia", "Asia and the Pacific"
1225, "Ruins of Loropéni", 2009, 0, , -3.583333333, 10.25, 1.113, Cultural, "Burkina Faso", "Africa"
1226, "Stone Circles of Senegambia", 2006, 0, , -15.5225, 13.69111111, 9.85, Cultural, "Gambia,Senegal", "Africa"
1227, "Aapravasi Ghat", 2006, 0, , 57.50316667, -20.15863889, 0.164, Cultural, "Mauritius", "Africa"
1229, "Crac des Chevaliers and Qal’at Salah El-Din", 2006, 1, Y 2013, 36.29444444, 34.75666667, 8.87, Cultural, "Syrian Arab Republic", "Arab States"
1230, "Sulaiman-Too Sacred Mountain", 2009, 0, , 72.78277778, 40.53111111, 112, Cultural, "Kyrgyzstan", "Asia and the Pacific"
1231, "Sacred Mijikenda Kaya Forests", 2008, 0, , 39.59611111, -3.931944444, 1538, Cultural, "Kenya", "Africa"
1234, "Putorana Plateau", 2010, 0, , 94.15805556, 69.04694444, 1887251, Natural, "Russian Federation", "Europe and North America"
1236, "León Cathedral", 2011, 0, , -86.87805556, 12.435, 0.77, Cultural, "Nicaragua", "Latin America and the Caribbean"
1237, "The Dolomites", 2009, 0, , 12.16305556, 46.61305556, 141902.8, Natural, "Italy", "Europe and North America"
1239, "Berlin Modernism Housing Estates", 2008, 0, , 13.45, 52.44833333, 88.1, Cultural, "Germany", "Europe and North America"
1240, "Stari Grad Plain", 2008, 0, , 16.63861111, 43.18166667, 1376.53, Cultural, "Croatia", "Europe and North America"
1242, "Parthian Fortresses of Nisa", 2007, 0, , 58.19861111, 37.99972222, 77.905, Cultural, "Turkmenistan", "Asia and the Pacific"
1243, "Lavaux, Vineyard Terraces", 2007, 0, , 6.746111111, 46.49194444, 898, Cultural, "Switzerland", "Europe and North America"
1245, "San Marino Historic Centre and Mount Titano", 2008, 0, , 12.45194444, 43.93277778, 55, Cultural, "San Marino", "Europe and North America"
1246, "Iwami Ginzan Silver Mine and its Cultural Landscape", 2007, 0, , 132.435, 35.11277778, 529.17, Cultural, "Japan", "Asia and the Pacific"
1248, "South China Karst", 2007, 0, , 110.3544444, 24.92333333, 97125, Natural, "China", "Asia and the Pacific"
1250, "Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM)", 2007, 0, , -99.18805556, 19.33222222, 176.5, Cultural, "Mexico", "Latin America and the Caribbean"
1252, "Tajik National Park (Mountains of the Pamirs)", 2013, 0, , 72.30527778, 38.765, 2611674, Natural, "Tajikistan", "Asia and the Pacific"
1253, "Gamzigrad-Romuliana, Palace of Galerius", 2007, 0, , 22.18611111, 43.89930556, 179.217, Cultural, "Serbia", "Europe and North America"
1255, "Twyfelfontein or /Ui-//aes", 2007, 0, , 14.376, -20.597, 57.4269, Cultural, "Namibia", "Africa"
1256, "Bordeaux, Port of the Moon", 2007, 0, , -0.572222222, 44.83888889, 1731, Cultural, "France", "Europe and North America"
1257, "Rainforests of the Atsinanana", 2007, 0, P 2010-2025, 49.7025, -14.45972222, 479660.7, Natural, "Madagascar", "Africa"
1258, "Teide National Park", 2007, 0, , -16.64361111, 28.27138889, 18990, Natural, "Spain", "Europe and North America"
1259, "Le Morne Cultural Landscape", 2008, 0, , 57.32833333, -20.45194444, 349.6, Cultural, "Mauritius", "Africa"
1260, "Mehmed Paša Sokolović Bridge in Višegrad", 2007, 0, , 19.288025, 43.78144444, 1.5, Cultural, "Bosnia and Herzegovina", "Europe and North America"
1262, "Armenian Monastic Ensembles of Iran", 2008, 0, , 45.47333333, 38.97888889, 129.2819, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1263, "Socotra Archipelago", 2008, 0, , 53.83333333, 12.5, 410460, Natural, "Yemen", "Arab States"
1264, "Jeju Volcanic Island and Lava Tubes", 2007, 0, , 126.7202778, 33.46888889, 9521.8, Natural, "Republic of Korea", "Asia and the Pacific"
1265, "Richtersveld Cultural and Botanical Landscape", 2007, 0, , 17.20388889, -28.6, 160000, Cultural, "South Africa", "Africa"
1267, "Surtsey", 2008, 0, , -20.60222222, 63.30305556, 3370, Natural, "Iceland", "Europe and North America"
1268, "Historic Centre of Agadez", 2013, 0, , 7.991388889, 16.97361111, 77.6, Cultural, "Niger", "Africa"
1269, "Sacred City of Caral-Supe", 2009, 0, , -77.52138889, -10.89166667, 626.36, Cultural, "Peru", "Latin America and the Caribbean"
1270, "Historic Centre of Camagüey", 2008, 0, , -77.91861111, 21.37861111, 54, Cultural, "Cuba", "Latin America and the Caribbean"
1272, "São Francisco Square in the Town of São Cristóvão", 2010, 0, , -37.20537476, -11.01365544, 3, Cultural, "Brazil", "Latin America and the Caribbean"
1273, "Wooden Churches of the Slovak part of the Carpathian Mountain Area", 2008, 0, , 19.55833333, 49.33611111, 2.5644, Cultural, "Slovakia", "Europe and North America"
1274, "Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco", 2008, 0, , -100.7463889, 20.91444444, 46.95, Cultural, "Mexico", "Latin America and the Caribbean"
1276, "Rhaetian Railway in the Albula / Bernina Landscapes", 2008, 0, , 9.846388889, 46.49833333, 152.42, Cultural, "Italy,Switzerland", "Europe and North America"
1277, "Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land", 2011, 0, , 141.1077778, 39.00111111, 176.2, Cultural, "Japan", "Asia and the Pacific"
1278, "Historic Monuments and Sites in Kaesong", 2013, 0, , 126.5080556, 37.98166667, 494.2, Cultural, "Democratic People's Republic of Korea", "Asia and the Pacific"
1279, "Mount Wutai", 2009, 0, , 113.5633333, 39.03055556, 18415, Cultural, "China", "Asia and the Pacific"
1280, "Chief Roi Mata’s Domain", 2008, 0, , 168.1777194, -17.62806944, 886.31, Cultural, "Vanuatu", "Asia and the Pacific"
1282, "Decorated Farmhouses of Hälsingland", 2012, 0, , 16.19583333, 61.70722222, 14.84, Cultural, "Sweden", "Europe and North America"
1283, "Fortifications of Vauban", 2008, 0, , 6.026944444, 47.23611111, 1153.16, Cultural, "France", "Europe and North America"
1285, "Joggins Fossil Cliffs", 2008, 0, , -64.43583333, 45.70972222, 689, Natural, "Canada", "Europe and North America"
1287, "Mantua and Sabbioneta", 2008, 0, , 10.79444444, 45.15944444, 235.43, Cultural, "Italy", "Europe and North America"
1290, "Monarch Butterfly Biosphere Reserve", 2008, 0, , -100.2416667, 19.60638889, 13551.552, Natural, "Mexico", "Latin America and the Caribbean"
1292, "Mount Sanqingshan National Park", 2008, 0, , 118.0644444, 28.91583333, 22950, Natural, "China", "Asia and the Pacific"
1293, "Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ)", 2008, 0, , 37.955, 26.78361111, 1621.2, Cultural, "Saudi Arabia", "Arab States"
1295, "Fort Jesus, Mombasa", 2011, 0, , 39.67944444, -4.062777778, 2.36, Cultural, "Kenya", "Africa"
1298, "Stoclet House", 2009, 0, , 4.416111111, 50.835, 0.86, Cultural, "Belgium", "Europe and North America"
1299, "Lena Pillars Nature Park", 2012, 0, , 127, 60.66666667, 1387000, Natural, "Russian Federation", "Europe and North America"
1302, "La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning", 2009, 0, , 6.832777778, 47.10388889, 283.9, Cultural, "Switzerland", "Europe and North America"
1303, "Pontcysyllte Aqueduct and Canal", 2009, 0, , -3.087777778, 52.97027778, 105, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
1305, "Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”", 2010, 0, , 113.0677194, 34.45874722, 825, Cultural, "China", "Asia and the Pacific"
1306, "Australian Convict Sites", 2010, 0, , 150.9944444, -33.37833333, 1502.51, Cultural, "Australia", "Asia and the Pacific"
1308, "Paraty and Ilha Grande – Culture and Biodiversity", 2019, 0, , -44.68536944, -23.01860556, 173164.18, Mixed, "Brazil", "Latin America and the Caribbean"
1310, "Cidade Velha, Historic Centre of Ribeira Grande", 2009, 0, , -23.60519444, 14.91513889, 209.1, Cultural, "Cabo Verde", "Africa"
1312, "Tower of Hercules", 2009, 0, , -8.406388889, 43.38583333, 233, Cultural, "Spain", "Europe and North America"
1313, "Heritage of Mercury. Almadén and Idrija", 2012, 0, , -4.838888889, 38.77527778, 104.1, Cultural, "Slovenia,Spain", "Europe and North America"
1314, "Wadden Sea", 2009, 0, , 8.556111111, 53.52861111, 1143403, Natural, "Denmark,Germany,Netherlands (Kingdom of the)", "Europe and North America"
1315, "Shushtar Historical Hydraulic System", 2009, 0, , 48.83583333, 32.01861111, 240.4152, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1317, "Pitons, cirques and remparts of Reunion Island", 2010, 0, , 55.48, -21.09944444, 105838, Natural, "France", "Europe and North America"
1318, "Longobards in Italy. Places of the Power (568-774 A.D.)", 2011, 0, , 13.43305556, 46.09416667, 14.08, Cultural, "Italy", "Europe and North America"
1319, "Royal Tombs of the Joseon Dynasty", 2009, 0, , 128.4527778, 37.19722222, 1891.2, Cultural, "Republic of Korea", "Asia and the Pacific"
1321, "The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement", 2016, 0, , 6.829336111, 46.46841389, 98.4838, Cultural, "Argentina,Belgium,France,Germany,India,Japan,Switzerland", "Asia and the Pacific,Europe and North America,Latin America and the Caribbean"
1322, "Historic Town of Grand-Bassam", 2012, 0, , -3.736388889, 5.195833333, 109.89, Cultural, "Côte d'Ivoire", "Africa"
1324, "Historic Villages of Korea: Hahoe and Yangdong", 2010, 0, , 128.5166667, 36.53916667, 599.6, Cultural, "Republic of Korea", "Asia and the Pacific"
1325, "Phoenix Islands Protected Area", 2010, 0, , -172.650203, -3.864454, 40825000, Natural, "Kiribati", "Asia and the Pacific"
1326, "Papahānaumokuākea", 2010, 0, , -170.14582, 25.34907, 36207499, Mixed, "United States of America", "Europe and North America"
1328, "Central Sector of the Imperial Citadel of Thang Long - Hanoi", 2010, 0, , 105.838623, 21.03752, 18.395, Cultural, "Viet Nam", "Asia and the Pacific"
1329, "At-Turaif District in ad-Dir'iyah", 2010, 0, , 46.57246667, 24.73413333, 28.78, Cultural, "Saudi Arabia", "Arab States"
1330, "Residence of Bukovinian and Dalmatian Metropolitans", 2011, 0, , 25.92472222, 48.29666667, 8, Cultural, "Ukraine", "Europe and North America"
1333, "Konso Cultural Landscape", 2011, 0, , 37.4, 5.3, 23000, Cultural, "Ethiopia", "Africa"
1334, "West Lake Cultural Landscape of Hangzhou", 2011, 0, , 120.1408333, 30.2375, 3322.88, Cultural, "China", "Asia and the Pacific"
1335, "China Danxia", 2010, 0, , 106.0425, 28.42194444, 82151, Natural, "China", "Asia and the Pacific"
1336, "Archaeological Sites of the Island of Meroe", 2011, 0, , 33.71666667, 16.93333333, 2357.36, Cultural, "Sudan", "Arab States"
1337, "Episcopal City of Albi", 2010, 0, , 2.144166667, 43.92916667, 19.47, Cultural, "France", "Europe and North America"
1338, "The Jantar Mantar, Jaipur", 2010, 0, , 75.825, 26.92472222, 1.8652, Cultural, "India", "Asia and the Pacific"
1339, "Bikini Atoll Nuclear Test Site", 2010, 0, , 165.3805556, 11.6, 73500, Cultural, "Marshall Islands", "Asia and the Pacific"
1342, "Western Ghats", 2012, 0, , 77.24972222, 8.529722222, 795315, Natural, "India", "Asia and the Pacific"
1343, "Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)", 2011, 0, , 55.80638889, 24.06777778, 4945.45, Cultural, "United Arab Emirates", "Arab States"
1344, "Major Mining Sites of Wallonia", 2012, 0, , 3.838333333, 50.43527778, 118.07, Cultural, "Belgium", "Europe and North America"
1345, "Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil", 2010, 0, , 48.29138889, 38.24861111, 2.1353, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1346, "Tabriz Historic Bazaar Complex", 2010, 0, , 46.29305556, 38.08138889, 28.9733, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1348, "Ancient Villages of Northern Syria", 2011, 1, Y 2013, 36.84416667, 36.33416667, 12290, Cultural, "Syrian Arab Republic", "Arab States"
1349, "Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht", 2010, 0, , 4.887777778, 52.365, 198.2, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
1351, "Camino Real de Tierra Adentro", 2010, 0, , -102.3791667, 22.60805556, 3101.91, Cultural, "Mexico", "Latin America and the Caribbean"
1352, "Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca", 2010, 0, , -96.42111111, 16.95083333, 1515.17, Cultural, "Mexico", "Latin America and the Caribbean"
1356, "Blue and John Crow Mountains", 2015, 0, , -76.57111111, 18.0775, 26251.6, Mixed, "Jamaica", "Latin America and the Caribbean"
1358, "Citadel of the Ho Dynasty", 2011, 0, , 105.6047222, 20.07805556, 155.5, Cultural, "Viet Nam", "Asia and the Pacific"
1359, "Saloum Delta", 2011, 0, , -16.49861111, 13.83527778, 145811, Cultural, "Senegal", "Africa"
1360, "Nord-Pas de Calais Mining Basin", 2012, 0, , 3.546111111, 50.4625, 3943, Cultural, "France", "Europe and North America"
1361, "Historic Jeddah, the Gate to Makkah", 2014, 0, , 39.1875, 21.48388889, 17.92, Cultural, "Saudi Arabia", "Arab States"
1362, "Ogasawara Islands", 2011, 0, , 142.0997222, 27.71833333, 7939, Natural, "Japan", "Asia and the Pacific"
1363, "Prehistoric Pile Dwellings around the Alps", 2011, 0, , 8.2075, 47.27833333, 274.2, Cultural, "Austria,France,Germany,Italy,Slovenia,Switzerland", "Europe and North America"
1364, "Pearling, Testimony of an Island Economy", 2012, 0, , 50.61351, 26.24128, 35086.81, Cultural, "Bahrain", "Arab States"
1366, "Selimiye Mosque and its Social Complex", 2011, 0, , 26.55944444, 41.67777778, 2.5, Cultural, "Türkiye", "Europe and North America"
1367, "Garrison Border Town of Elvas and its Fortifications", 2012, 0, , -7.163322222, 38.88061944, 179.3559, Cultural, "Portugal", "Europe and North America"
1368, "Fagus Factory in Alfeld", 2011, 0, , 9.812222222, 51.98388889, 1.88, Cultural, "Germany", "Europe and North America"
1369, "Ningaloo Coast", 2011, 0, , 113.8102778, -22.5625, 705015, Natural, "Australia", "Asia and the Pacific"
1370, "Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves", 2014, 0, , 34.9, 31.60111111, 259, Cultural, "Israel", "Europe and North America"
1371, "Cultural Landscape of the Serra de Tramuntana", 2011, 0, , 2.694722222, 39.73083333, 30745, Cultural, "Spain", "Europe and North America"
1372, "The Persian Garden", 2011, 0, , 53.16666667, 30.16666667, 716.35, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1375, "Santiniketan", 2023, 0, , 87.68497222, 23.68027778, 36, Cultural, "India", "Asia and the Pacific"
1376, "Historic Bridgetown and its Garrison", 2011, 0, , -59.61388889, 13.09666667, 187, Cultural, "Barbados", "Latin America and the Caribbean"
1377, "Wadi Rum Protected Area", 2011, 0, , 35.43388889, 29.63972222, 74179.7, Mixed, "Jordan", "Arab States"
1379, "Margravial Opera House Bayreuth", 2012, 0, , 11.57849794, 49.94439311, 0.19, Cultural, "Germany", "Europe and North America"
1380, "Sangha Trinational", 2012, 0, , 16.55416667, 2.609444444, 746309, Natural, "Cameroon,Central African Republic,Congo", "Africa"
1382, "Petroglyphic Complexes of the Mongolian Altai", 2011, 0, , 88.39527778, 49.33388889, 11300, Cultural, "Mongolia", "Asia and the Pacific"
1386, "Rock Islands Southern Lagoon", 2012, 0, , 134.3525, 7.246925, 100200, Mixed, "Palau", "Asia and the Pacific"
1387, "University of Coimbra – Alta and Sofia", 2013, 0, , -8.425775, 40.20781111, 36.2, Cultural, "Portugal", "Europe and North America"
1388, "Chengjiang Fossil Site", 2012, 0, , 102.9772222, 24.66888889, 512, Natural, "China", "Asia and the Pacific"
1389, "Site of Xanadu", 2012, 0, , 116.1851278, 42.358, 25131.27, Cultural, "China", "Asia and the Pacific"
1390, "Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato", 2014, 0, , 7.963611111, 44.60861111, 10789, Cultural, "Italy", "Europe and North America"
1393, "Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves", 2012, 0, , 34.96805556, 32.66861111, 54, Cultural, "Israel", "Europe and North America"
1396, "Archaeological Heritage of the Lenggong Valley", 2012, 0, , 100.9723278, 5.067908333, 398.64, Cultural, "Malaysia", "Asia and the Pacific"
1397, "Masjed-e Jāmé of Isfahan", 2012, 0, , 51.68527778, 32.66972222, 2.0756, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1398, "Gonbad-e Qābus", 2012, 0, , 55.169, 37.25802778, 1.4754, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1399, "Levuka Historical Port Town", 2013, 0, , 178.8345333, -17.68337778, 69.6, Cultural, "Fiji", "Asia and the Pacific"
1400, "Lakes of Ounianga", 2012, 0, , 20.50555556, 19.055, 62808, Natural, "Chad", "Africa"
1401, "Rabat, Modern Capital and Historic City: a Shared Heritage", 2012, 0, , -6.822777778, 34.02416667, 348.59, Cultural, "Morocco", "Arab States"
1402, "Al Zubarah Archaeological Site", 2013, 0, , 51.02972222, 25.97805556, 415.66, Cultural, "Qatar", "Arab States"
1403, "Mount Hamiguitan Range Wildlife Sanctuary", 2014, 0, , 126.1734306, 6.717169444, 16923.07, Natural, "Philippines", "Asia and the Pacific"
1404, "Landscape of Grand Pré", 2012, 0, , -64.30722222, 45.11833333, 1323.24, Cultural, "Canada", "Europe and North America"
1405, "Neolithic Site of Çatalhöyük", 2012, 0, , 32.82805556, 37.66666667, 37, Cultural, "Türkiye", "Europe and North America"
1406, "Great Himalayan National Park Conservation Area", 2014, 0, , 77.58333333, 31.83333333, 90540, Natural, "India", "Asia and the Pacific"
1407, "Bassari Country: Bassari, Fula and Bedik Cultural Landscapes", 2012, 0, , -12.84583333, 12.59333333, 50309, Cultural, "Senegal", "Africa"
1410, "El Pinacate and Gran Desierto de Altar Biosphere Reserve", 2013, 0, , -113.9166667, 32, 714566, Natural, "Mexico", "Latin America and the Caribbean"
1411, "Ancient City of Tauric Chersonese and its Chora", 2013, 0, , 33.49138889, 44.61083333, 259.3752, Cultural, "Ukraine", "Europe and North America"
1412, "Red Bay Basque Whaling Station", 2013, 0, , -56.42952222, 51.726925, 312.973, Cultural, "Canada", "Europe and North America"
1413, "Bergpark Wilhelmshöhe", 2013, 0, , 9.393055556, 51.31583333, 558.7, Cultural, "Germany", "Europe and North America"
1414, "Xinjiang Tianshan", 2013, 0, , 80.35416667, 41.96833333, 606833, Natural, "China", "Asia and the Pacific"
1415, "Pimachiowin Aki", 2018, 0, , -95.41127778, 51.82641667, 2904000, Mixed, "Canada", "Europe and North America"
1416, "Stevns Klint", 2014, 0, , 12.42333333, 55.26722222, 50, Natural, "Denmark", "Europe and North America"
1418, "Fujisan, sacred place and source of artistic inspiration", 2013, 0, , 138.7275, 35.36083333, 20702.1, Cultural, "Japan", "Asia and the Pacific"
1422, "Golestan Palace", 2013, 0, , 51.42051111, 35.68036667, 5.3, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1423, "Cultural Landscape of Maymand", 2015, 0, , 55.37555556, 30.16805556, 4953.85, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1424, "Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine", 2013, 0, , 21.03222222, 49.53388889, 7.03, Cultural, "Poland,Ukraine", "Europe and North America"
1425, "The Climats, terroirs of Burgundy", 2015, 0, , 4.864444444, 47.05805556, 13219, Cultural, "France", "Europe and North America"
1426, "Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche", 2014, 0, , 4.416111111, 44.3875, 9, Cultural, "France", "Europe and North America"
1427, "Mount Etna", 2013, 0, , 14.99666667, 37.75611111, 19237, Natural, "Italy", "Europe and North America"
1430, "Namib Sand Sea", 2013, 0, , 15.40777778, -24.88527778, 3077700, Natural, "Namibia", "Africa"
1431, "Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô", 2025, 0, , -15.94888889, 11.12, 394067.28, Natural, "Guinea-Bissau", "Africa"
1432, "Okavango Delta", 2014, 0, , 22.9, -19.28333333, 2023590, Natural, "Botswana", "Africa"
1433, "Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem", 2012, 0, P 2012-2019, 35.2075, 31.70435278, 2.98, Cultural, "State of Palestine", "Arab States"
1434, "Chaîne des Puys - Limagne fault tectonic arena", 2018, 0, , 2.965111111, 45.77938889, 24223, Natural, "France", "Europe and North America"
1435, "Monumental Earthworks of Poverty Point", 2014, 0, , -91.40638889, 32.63694444, 163, Cultural, "United States of America", "Europe and North America"
1437, "Erbil Citadel", 2014, 0, , 44.00916667, 36.19111111, 15.6, Cultural, "Iraq", "Arab States"
1438, "Trang An Landscape Complex", 2014, 0, , 105.8963889, 20.25666667, 6226, Mixed, "Viet Nam", "Asia and the Pacific"
1439, "Namhansanseong", 2014, 0, , 127.1811111, 37.47888889, 409.06, Cultural, "Republic of Korea", "Asia and the Pacific"
1440, "Great Burkhan Khaldun Mountain and its surrounding sacred landscape", 2015, 0, , 109.0093278, 48.76197778, 443739.2, Cultural, "Mongolia", "Asia and the Pacific"
1441, "Van Nellefabriek", 2014, 0, , 4.4325, 51.92444444, 6.94, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
1442, "Silk Roads: the Routes Network of Chang'an-Tianshan Corridor", 2014, 0, , 108.8572222, 34.30444444, 42668.16, Cultural, "China,Kazakhstan,Kyrgyzstan", "Asia and the Pacific"
1443, "The Grand Canal", 2014, 0, , 112.4683333, 34.69388889, 20819.11, Cultural, "China", "Asia and the Pacific"
1444, "Pyu Ancient Cities", 2014, 0, , 95.81861111, 22.47, 5809, Cultural, "Myanmar", "Asia and the Pacific"
1446, "Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas)", 2015, 0, , 35.55277778, 31.83722222, 294.155, Cultural, "Jordan", "Arab States"
1447, "Carolingian Westwork and Civitas Corvey", 2014, 0, , 9.41025, 51.77827778, 12, Cultural, "Germany", "Europe and North America"
1448, "Landscapes of Dauria", 2017, 0, , 115.4254444, 49.93022222, 912624, Natural, "Mongolia,Russian Federation", "Asia and the Pacific,Europe and North America"
1449, "Tomioka Silk Mill and Related Sites", 2014, 0, , 138.8877778, 36.25527778, 7.2, Cultural, "Japan", "Asia and the Pacific"
1450, "Thimlich Ohinga Archaeological Site", 2018, 0, , 34.326107, -0.891338056, 21, Cultural, "Kenya", "Africa"
1452, "Bursa and Cumalıkızık: the Birth of the Ottoman Empire", 2014, 0, , 29.06233611, 40.18473056, 27.467, Cultural, "Türkiye", "Europe and North America"
1453, "Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís", 2014, 0, , -83.502539, 8.938453, 24.73, Cultural, "Costa Rica", "Latin America and the Caribbean"
