FNT 1010, Fontana, Fontana, 
NXR 5255, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5258, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5259, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5260, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5270, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5271, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5272, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5273, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5275, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5281, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5290, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5300, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5301, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5314, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5315, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5324, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5325, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5330, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5331, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5334, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5336, Baħar iċ-Ċagħaq, Naxxar, 
NXR 5401, Baħar iċ-Ċagħaq, Naxxar, 
NXR 9038, Baħar iċ-Ċagħaq, Naxxar, 
NXR 9039, Baħar iċ-Ċagħaq, Naxxar, 
NXR 4030, Birguma, Naxxar, 
NXR 4034, Birguma, Naxxar, 
NXR 4036, Birguma, Naxxar, 
NXR 4038, Birguma, Naxxar, 
NXR 4052, Birguma, Naxxar, 
NXR 4053, Birguma, Naxxar, 
NXR 4054, Birguma, Naxxar, 
NXR 4055, Birguma, Naxxar, 
NXR 4060, Birguma, Naxxar, 
NXR 4061, Birguma, Naxxar, 
NXR 4062, Birguma, Naxxar, 
NXR 4063, Birguma, Naxxar, 
NXR 4071, Birguma, Naxxar, 
NXR 4073, Birguma, Naxxar, 
NXR 4074, Birguma, Naxxar, 
NXR 4076, Birguma, Naxxar, 
NXR 4077, Birguma, Naxxar, 
NXR 4080, Birguma, Naxxar, 
NXR 4081, Birguma, Naxxar, 
NXR 4082, Birguma, Naxxar, 
NXR 4083, Birguma, Naxxar, 
NXR 4100, Birguma, Naxxar, 
NXR 4101, Birguma, Naxxar, 
NXR 4102, Birguma, Naxxar, 
NXR 4103, Birguma, Naxxar, 
NXR 4105, Birguma, Naxxar, 
NXR 4110, Birguma, Naxxar, 
NXR 4112, Birguma, Naxxar, 
NXR 4113, Birguma, Naxxar, 
NXR 4120, Birguma, Naxxar, 
NXR 4121, Birguma, Naxxar, 
NXR 4122, Birguma, Naxxar, 
NXR 4123, Birguma, Naxxar, 
NXR 4124, Birguma, Naxxar, 
NXR 4125, Birguma, Naxxar, 
NXR 4130, Birguma, Naxxar, 
NXR 4131, Birguma, Naxxar, 
NXR 4132, Birguma, Naxxar, 
NXR 4133, Birguma, Naxxar, 
NXR 4140, Birguma, Naxxar, 
NXR 4141, Birguma, Naxxar, 
NXR 4142, Birguma, Naxxar, 
NXR 4143, Birguma, Naxxar, 
NXR 4160, Birguma, Naxxar, 
NXR 4162, Birguma, Naxxar, 
NXR 4163, Birguma, Naxxar, 
NXR 4164, Birguma, Naxxar, 
NXR 4165, Birguma, Naxxar, 
NXR 4200, Birguma, Naxxar, 
NXR 4201, Birguma, Naxxar, 
NXR 4210, Birguma, Naxxar, 
NXR 4212, Birguma, Naxxar, 
NXR 4220, Birguma, Naxxar, 
NXR 4221, Birguma, Naxxar, 
NXR 4222, Birguma, Naxxar, 
NXR 4230, Birguma, Naxxar, 
NXR 4231, Birguma, Naxxar, 
NXR 4232, Birguma, Naxxar, 
NXR 4250, Birguma, Naxxar, 
NXR 4254, Birguma, Naxxar, 
NXR 4300, Birguma, Naxxar, 
NXR 4301, Birguma, Naxxar, 
NXR 4310, Birguma, Naxxar, 
NXR 4311, Birguma, Naxxar, 
NXR 4321, Birguma, Naxxar, 
NXR 4322, Birguma, Naxxar, 
NXR 4323, Birguma, Naxxar, 
NXR 4400, Birguma, Naxxar, 
NXR 4402, Birguma, Naxxar, 
NXR 4403, Birguma, Naxxar, 
NXR 4411, Birguma, Naxxar, 
NXR 4414, Birguma, Naxxar, 
NXR 4415, Birguma, Naxxar, 
NXR 4420, Birguma, Naxxar, 
NXR 4421, Birguma, Naxxar, 
NXR 4422, Birguma, Naxxar, 
NXR 4423, Birguma, Naxxar, 
NXR 4424, Birguma, Naxxar, 
NXR 4425, Birguma, Naxxar, 
NXR 4431, Birguma, Naxxar, 
NXR 4433, Birguma, Naxxar, 
NXR 4440, Birguma, Naxxar, 
NXR 4443, Birguma, Naxxar, 
NXR 4444, Birguma, Naxxar, 
NXR 4445, Birguma, Naxxar, 
NXR 6350, Magħtab, Naxxar, 
NXR 6351, Magħtab, Naxxar, 
NXR 6352, Magħtab, Naxxar, 
NXR 6353, Magħtab, Naxxar, 
NXR 6370, Magħtab, Naxxar, 
NXR 6404, Magħtab, Naxxar, 
NXR 6405, Magħtab, Naxxar, 
NXR 6406, Magħtab, Naxxar, 
NXR 6407, Magħtab, Naxxar, 
NXR 6410, Magħtab, Naxxar, 
NXR 6412, Magħtab, Naxxar, 
NXR 6413, Magħtab, Naxxar, 
NXR 6440, Magħtab, Naxxar, 
NXR 6441, Magħtab, Naxxar, 
NXR 6443, Magħtab, Naxxar, 
NXR 6453, Magħtab, Naxxar, 
NXR 6476, Magħtab, Naxxar, 
NXR 6477, Magħtab, Naxxar, 
NXR 6500, Magħtab, Naxxar, 
NXR 6503, Magħtab, Naxxar, 
NXR 6510, Magħtab, Naxxar, 
NXR 6511, Magħtab, Naxxar, 
NXR 6512, Magħtab, Naxxar, 
NXR 6513, Magħtab, Naxxar, 
NXR 6514, Magħtab, Naxxar, 
NXR 6515, Magħtab, Naxxar, 
NXR 6516, Magħtab, Naxxar, 
NXR 6517, Magħtab, Naxxar, 
NXR 6518, Magħtab, Naxxar, 
NXR 6520, Magħtab, Naxxar, 
NXR 6530, Magħtab, Naxxar, 
NXR 6531, Magħtab, Naxxar, 
NXR 6540, Magħtab, Naxxar, 
NXR 6541, Magħtab, Naxxar, 
NXR 6542, Magħtab, Naxxar, 
NXR 6543, Magħtab, Naxxar, 
NXR 6544, Magħtab, Naxxar, 
NXR 6580, Magħtab, Naxxar, 
NXR 6582, Magħtab, Naxxar, 
NXR 6616, Magħtab, Naxxar, 
NXR 6632, Magħtab, Naxxar, 
NXR 6633, Magħtab, Naxxar, 
NXR 6640, Magħtab, Naxxar, 
NXR 6700, Magħtab, Naxxar, 
NXR 6703, Magħtab, Naxxar, 
NXR 6710, Magħtab, Naxxar, 
NXR 6712, Magħtab, Naxxar, 
NXR 6713, Magħtab, Naxxar, 
NXR 1020, Naxxar, Naxxar, 
NXR 1021, Naxxar, Naxxar, 
NXR 1040, Naxxar, Naxxar, 
NXR 1041, Naxxar, Naxxar, 
NXR 1050, Naxxar, Naxxar, 
NXR 1052, Naxxar, Naxxar, 
NXR 1053, Naxxar, Naxxar, 
NXR 1054, Naxxar, Naxxar, 
NXR 1055, Naxxar, Naxxar, 
NXR 1060, Naxxar, Naxxar, 
NXR 1061, Naxxar, Naxxar, 
NXR 1062, Naxxar, Naxxar, 
NXR 1063, Naxxar, Naxxar, 
NXR 1064, Naxxar, Naxxar, 
NXR 1070, Naxxar, Naxxar, 
NXR 1071, Naxxar, Naxxar, 
NXR 1110, Naxxar, Naxxar, 
NXR 1112, Naxxar, Naxxar, 
NXR 1170, Naxxar, Naxxar, 
NXR 1460, Naxxar, Naxxar, 
NXR 1461, Naxxar, Naxxar, 
NXR 1462, Naxxar, Naxxar, 
NXR 1463, Naxxar, Naxxar, 
NXR 1470, Naxxar, Naxxar, 
NXR 1700, Naxxar, Naxxar, 
NXR 1702, Naxxar, Naxxar, 
NXR 1705, Naxxar, Naxxar, 
NXR 1706, Naxxar, Naxxar, 
NXR 1720, Naxxar, Naxxar, 
NXR 1721, Naxxar, Naxxar, 
NXR 1730, Naxxar, Naxxar, 
NXR 1731, Naxxar, Naxxar, 
NXR 1740, Naxxar, Naxxar, 
NXR 1741, Naxxar, Naxxar, 
NXR 1742, Naxxar, Naxxar, 
NXR 1743, Naxxar, Naxxar, 
NXR 1750, Naxxar, Naxxar, 
NXR 1751, Naxxar, Naxxar, 
NXR 1760, Naxxar, Naxxar, 
NXR 1761, Naxxar, Naxxar, 
NXR 1762, Naxxar, Naxxar, 
NXR 1763, Naxxar, Naxxar, 
NXR 1780, Naxxar, Naxxar, 
NXR 1781, Naxxar, Naxxar, 
NXR 1851, Naxxar, Naxxar, 
NXR 1852, Naxxar, Naxxar, 
NXR 1853, Naxxar, Naxxar, 
NXR 1920, Naxxar, Naxxar, 
NXR 1921, Naxxar, Naxxar, 
NXR 1922, Naxxar, Naxxar, 
NXR 1923, Naxxar, Naxxar, 
NXR 1940, Naxxar, Naxxar, 
NXR 1941, Naxxar, Naxxar, 
NXR 1942, Naxxar, Naxxar, 
NXR 1943, Naxxar, Naxxar, 
NXR 1944, Naxxar, Naxxar, 
NXR 1945, Naxxar, Naxxar, 
NXR 1950, Naxxar, Naxxar, 
NXR 1951, Naxxar, Naxxar, 
NXR 2011, Naxxar, Naxxar, 
NXR 2012, Naxxar, Naxxar, 
NXR 2013, Naxxar, Naxxar, 
NXR 2030, Naxxar, Naxxar, 
NXR 2032, Naxxar, Naxxar, 
NXR 2160, Naxxar, Naxxar, 
NXR 2161, Naxxar, Naxxar, 
NXR 2170, Naxxar, Naxxar, 
NXR 2171, Naxxar, Naxxar, 
NXR 2401, Naxxar, Naxxar, 
NXR 2402, Naxxar, Naxxar, 
NXR 2403, Naxxar, Naxxar, 
NXR 2404, Naxxar, Naxxar, 
NXR 2405, Naxxar, Naxxar, 
NXR 2406, Naxxar, Naxxar, 
NXR 2407, Naxxar, Naxxar, 
NXR 2408, Naxxar, Naxxar, 
NXR 2409, Naxxar, Naxxar, 
NXR 2411, Naxxar, Naxxar, 
NXR 2420, Naxxar, Naxxar, 
NXR 2421, Naxxar, Naxxar, 
NXR 2430, Naxxar, Naxxar, 
NXR 2431, Naxxar, Naxxar, 
NXR 2440, Naxxar, Naxxar, 
NXR 2441, Naxxar, Naxxar, 
NXR 2480, Naxxar, Naxxar, 
NXR 2481, Naxxar, Naxxar, 
NXR 2482, Naxxar, Naxxar, 
NXR 2483, Naxxar, Naxxar, 
NXR 2510, Naxxar, Naxxar, 
NXR 2511, Naxxar, Naxxar, 
NXR 2530, Naxxar, Naxxar, 
NXR 2531, Naxxar, Naxxar, 
NXR 2532, Naxxar, Naxxar, 
NXR 2533, Naxxar, Naxxar, 
NXR 2570, Naxxar, Naxxar, 
NXR 2571, Naxxar, Naxxar, 
NXR 2580, Naxxar, Naxxar, 
NXR 2581, Naxxar, Naxxar, 
NXR 2590, Naxxar, Naxxar, 
NXR 2592, Naxxar, Naxxar, 
NXR 2620, Naxxar, Naxxar, 
NXR 2622, Naxxar, Naxxar, 
NXR 2623, Naxxar, Naxxar, 
NXR 2624, Naxxar, Naxxar, 
NXR 2625, Naxxar, Naxxar, 
NXR 2626, Naxxar, Naxxar, 
NXR 2628, Naxxar, Naxxar, 
NXR 2630, Naxxar, Naxxar, 
NXR 3043, Naxxar, Naxxar, 
NXR 3050, Naxxar, Naxxar, 
NXR 3051, Naxxar, Naxxar, 
NXR 3140, Naxxar, Naxxar, 
NXR 3150, Naxxar, Naxxar, 
NXR 3151, Naxxar, Naxxar, 
NXR 3182, Naxxar, Naxxar, 
NXR 3183, Naxxar, Naxxar, 
NXR 3184, Naxxar, Naxxar, 
NXR 3185, Naxxar, Naxxar, 
NXR 3187, Naxxar, Naxxar, 
NXR 3230, Naxxar, Naxxar, 
NXR 3231, Naxxar, Naxxar, 
NXR 3232, Naxxar, Naxxar, 
NXR 3233, Naxxar, Naxxar, 
NXR 3320, Naxxar, Naxxar, 
NXR 3321, Naxxar, Naxxar, 
NXR 3330, Naxxar, Naxxar, 
NXR 3331, Naxxar, Naxxar, 
NXR 3332, Naxxar, Naxxar, 
NXR 3334, Naxxar, Naxxar, 
NXR 3335, Naxxar, Naxxar, 
NXR 3336, Naxxar, Naxxar, 
NXR 3337, Naxxar, Naxxar, 
NXR 3339, Naxxar, Naxxar, 
NXR 3391, Naxxar, Naxxar, 
NXR 3400, Naxxar, Naxxar, 
NXR 3402, Naxxar, Naxxar, 
NXR 3404, Naxxar, Naxxar, 
NXR 3405, Naxxar, Naxxar, 
NXR 3406, Naxxar, Naxxar, 
NXR 3407, Naxxar, Naxxar, 
NXR 3408, Naxxar, Naxxar, 
NXR 3409, Naxxar, Naxxar, 
NXR 3430, Naxxar, Naxxar, 
NXR 3432, Naxxar, Naxxar, 
NXR 3433, Naxxar, Naxxar, 
NXR 3434, Naxxar, Naxxar, 
NXR 3435, Naxxar, Naxxar, 
NXR 3436, Naxxar, Naxxar, 
NXR 3437, Naxxar, Naxxar, 
NXR 3450, Naxxar, Naxxar, 
NXR 3451, Naxxar, Naxxar, 
NXR 3452, Naxxar, Naxxar, 
NXR 3453, Naxxar, Naxxar, 
NXR 3480, Naxxar, Naxxar, 
NXR 3482, Naxxar, Naxxar, 
NXR 3531, Naxxar, Naxxar, 
NXR 3540, Naxxar, Naxxar, 
NXR 3542, Naxxar, Naxxar, 
NXR 3543, Naxxar, Naxxar, 
NXR 3561, Naxxar, Naxxar, 
NXR 3562, Naxxar, Naxxar, 
NXR 3563, Naxxar, Naxxar, 
NXR 3610, Naxxar, Naxxar, 
NXR 3611, Naxxar, Naxxar, 
NXR 3612, Naxxar, Naxxar, 
NXR 3613, Naxxar, Naxxar, 
NXR 3650, Naxxar, Naxxar, 
NXR 3651, Naxxar, Naxxar, 
NXR 3652, Naxxar, Naxxar, 
NXR 3670, Naxxar, Naxxar, 
NXR 3671, Naxxar, Naxxar, 
NXR 4020, Naxxar, Naxxar, 
NXR 4022, Naxxar, Naxxar, 
NXR 4090, Naxxar, Naxxar, 
NXR 4240, Naxxar, Naxxar, 
NXR 4600, Naxxar, Naxxar, 
NXR 4602, Naxxar, Naxxar, 
NXR 4604, Naxxar, Naxxar, 
NXR 4606, Naxxar, Naxxar, 
NXR 4608, Naxxar, Naxxar, 
NXR 4609, Naxxar, Naxxar, 
NXR 4610, Naxxar, Naxxar, 
NXR 4612, Naxxar, Naxxar, 
NXR 4613, Naxxar, Naxxar, 
NXR 6345, Naxxar, Naxxar, 
NXR 6011, Salina, Naxxar, 
NXR 6013, Salina, Naxxar, 
NXR 6015, Salina, Naxxar, 
NXR 6017, Salina, Naxxar, 
NXR 6021, Salina, Naxxar, 
NXR 6023, Salina, Naxxar, 
NXR 6025, Salina, Naxxar, 
NXR 6030, Salina, Naxxar, 
NXR 6031, Salina, Naxxar, 
NXR 6032, Salina, Naxxar, 
NXR 6040, Salina, Naxxar, 
NXR 6041, Salina, Naxxar, 
NXR 6050, Salina, Naxxar, 
NXR 6051, Salina, Naxxar, 
NXR 6052, Salina, Naxxar, 
NXR 6056, Salina, Naxxar, 
NXR 6057, Salina, Naxxar, 
NXR 6110, Salina, Naxxar, 
NXR 6111, Salina, Naxxar, 
NXR 6122, Salina, Naxxar, 
NXR 6125, Salina, Naxxar, 
NXR 6400, Salina, Naxxar, 
NXR 6401, Salina, Naxxar, 
NXR 9030, Salina, Naxxar, 
NXR 9031, Salina, Naxxar, 
NXR 1200, San Pawl tat-Tarġa, Naxxar, 
NXR 1202, San Pawl tat-Tarġa, Naxxar, 
NXR 1203, San Pawl tat-Tarġa, Naxxar, 
NXR 1204, San Pawl tat-Tarġa, Naxxar, 
NXR 1205, San Pawl tat-Tarġa, Naxxar, 
NXR 1206, San Pawl tat-Tarġa, Naxxar, 
NXR 1207, San Pawl tat-Tarġa, Naxxar, 
NXR 1208, San Pawl tat-Tarġa, Naxxar, 
NXR 1209, San Pawl tat-Tarġa, Naxxar, 
NXR 1210, San Pawl tat-Tarġa, Naxxar, 
NXR 1211, San Pawl tat-Tarġa, Naxxar, 
NXR 1213, San Pawl tat-Tarġa, Naxxar, 
NXR 1221, San Pawl tat-Tarġa, Naxxar, 
NXR 1223, San Pawl tat-Tarġa, Naxxar, 
NXR 1230, San Pawl tat-Tarġa, Naxxar, 
NXR 1235, San Pawl tat-Tarġa, Naxxar, 
NXR 1240, San Pawl tat-Tarġa, Naxxar, 
NXR 1241, San Pawl tat-Tarġa, Naxxar, 
NXR 1242, San Pawl tat-Tarġa, Naxxar, 
NXR 1243, San Pawl tat-Tarġa, Naxxar, 
NXR 1252, San Pawl tat-Tarġa, Naxxar, 
NXR 1253, San Pawl tat-Tarġa, Naxxar, 
NXR 1254, San Pawl tat-Tarġa, Naxxar, 
NXR 1255, San Pawl tat-Tarġa, Naxxar, 
NXR 1263, San Pawl tat-Tarġa, Naxxar, 
NXR 1271, San Pawl tat-Tarġa, Naxxar, 
NXR 1272, San Pawl tat-Tarġa, Naxxar, 
NXR 1273, San Pawl tat-Tarġa, Naxxar, 
NXR 1280, San Pawl tat-Tarġa, Naxxar, 
NXR 1281, San Pawl tat-Tarġa, Naxxar, 
NXR 1282, San Pawl tat-Tarġa, Naxxar, 
NXR 1283, San Pawl tat-Tarġa, Naxxar, 
NXR 1302, San Pawl tat-Tarġa, Naxxar, 
NXR 1305, San Pawl tat-Tarġa, Naxxar, 
NXR 1312, San Pawl tat-Tarġa, Naxxar, 
NXR 1313, San Pawl tat-Tarġa, Naxxar, 
NXR 1321, San Pawl tat-Tarġa, Naxxar, 
NXR 1323, San Pawl tat-Tarġa, Naxxar, 
NXR 1333, San Pawl tat-Tarġa, Naxxar, 
NXR 1340, San Pawl tat-Tarġa, Naxxar, 
NXR 1341, San Pawl tat-Tarġa, Naxxar, 
NXR 1342, San Pawl tat-Tarġa, Naxxar, 
NXR 1350, San Pawl tat-Tarġa, Naxxar, 
NXR 1351, San Pawl tat-Tarġa, Naxxar, 
NXR 1352, San Pawl tat-Tarġa, Naxxar, 
NXR 1360, San Pawl tat-Tarġa, Naxxar, 
NXR 1361, San Pawl tat-Tarġa, Naxxar, 
NXR 1363, San Pawl tat-Tarġa, Naxxar, 
NXR 1370, San Pawl tat-Tarġa, Naxxar, 
NXR 1371, San Pawl tat-Tarġa, Naxxar, 
NXR 1380, San Pawl tat-Tarġa, Naxxar, 
NXR 1382, San Pawl tat-Tarġa, Naxxar, 
NXR 1383, San Pawl tat-Tarġa, Naxxar, 
NXR 1420, San Pawl tat-Tarġa, Naxxar, 
NXR 1421, San Pawl tat-Tarġa, Naxxar, 
NXR 1422, San Pawl tat-Tarġa, Naxxar, 
NXR 1423, San Pawl tat-Tarġa, Naxxar, 
NXR 2101, San Pawl tat-Tarġa, Naxxar, 
NXR 2102, San Pawl tat-Tarġa, Naxxar, 
NXR 2103, San Pawl tat-Tarġa, Naxxar, 
NXR 2104, San Pawl tat-Tarġa, Naxxar, 
NXR 2105, San Pawl tat-Tarġa, Naxxar, 
NXR 2107, San Pawl tat-Tarġa, Naxxar, 
NXR 2109, San Pawl tat-Tarġa, Naxxar, 
NXR 2110, San Pawl tat-Tarġa, Naxxar, 
NXR 2111, San Pawl tat-Tarġa, Naxxar, 
NXR 2121, San Pawl tat-Tarġa, Naxxar, 
NXR 2122, San Pawl tat-Tarġa, Naxxar, 
NXR 2123, San Pawl tat-Tarġa, Naxxar, 
NXR 2130, San Pawl tat-Tarġa, Naxxar, 
NXR 2132, San Pawl tat-Tarġa, Naxxar, 
NXR 2135, San Pawl tat-Tarġa, Naxxar, 
NXR 2140, San Pawl tat-Tarġa, Naxxar, 
NXR 2141, San Pawl tat-Tarġa, Naxxar, 
NXR 2142, San Pawl tat-Tarġa, Naxxar, 
NXR 2143, San Pawl tat-Tarġa, Naxxar, 
NXR 2152, San Pawl tat-Tarġa, Naxxar, 
NXR 2154, San Pawl tat-Tarġa, Naxxar, 
NXR 2200, San Pawl tat-Tarġa, Naxxar, 
NXR 2201, San Pawl tat-Tarġa, Naxxar, 
NXR 2202, San Pawl tat-Tarġa, Naxxar, 
NXR 2205, San Pawl tat-Tarġa, Naxxar, 
NXR 2208, San Pawl tat-Tarġa, Naxxar, 
NXR 2209, San Pawl tat-Tarġa, Naxxar, 
NXR 2212, San Pawl tat-Tarġa, Naxxar, 
NXR 2213, San Pawl tat-Tarġa, Naxxar, 
NXR 2214, San Pawl tat-Tarġa, Naxxar, 
NXR 2216, San Pawl tat-Tarġa, Naxxar, 
NXR 2217, San Pawl tat-Tarġa, Naxxar, 
NXR 2219, San Pawl tat-Tarġa, Naxxar, 
NXR 2220, San Pawl tat-Tarġa, Naxxar, 
NXR 2221, San Pawl tat-Tarġa, Naxxar, 
NXR 2222, San Pawl tat-Tarġa, Naxxar, 
NXR 2223, San Pawl tat-Tarġa, Naxxar, 
NXR 2230, San Pawl tat-Tarġa, Naxxar, 
NXR 2231, San Pawl tat-Tarġa, Naxxar, 
NXR 2232, San Pawl tat-Tarġa, Naxxar, 
NXR 2240, San Pawl tat-Tarġa, Naxxar, 
NXR 2250, San Pawl tat-Tarġa, Naxxar, 
NXR 2251, San Pawl tat-Tarġa, Naxxar, 
NXR 2260, San Pawl tat-Tarġa, Naxxar, 
NXR 2262, San Pawl tat-Tarġa, Naxxar, 
NXR 2270, San Pawl tat-Tarġa, Naxxar, 
NXR 2271, San Pawl tat-Tarġa, Naxxar, 
NXR 2273, San Pawl tat-Tarġa, Naxxar, 
NXR 2280, San Pawl tat-Tarġa, Naxxar, 
NXR 2282, San Pawl tat-Tarġa, Naxxar, 
NXR 2290, San Pawl tat-Tarġa, Naxxar, 
NXR 2291, San Pawl tat-Tarġa, Naxxar, 
NXR 2293, San Pawl tat-Tarġa, Naxxar, 
NXR 2294, San Pawl tat-Tarġa, Naxxar, 
NXR 2295, San Pawl tat-Tarġa, Naxxar, 
NXR 2297, San Pawl tat-Tarġa, Naxxar, 
NXR 2301, San Pawl tat-Tarġa, Naxxar, 
NXR 2303, San Pawl tat-Tarġa, Naxxar, 
NXR 2305, San Pawl tat-Tarġa, Naxxar, 
NXR 2313, San Pawl tat-Tarġa, Naxxar, 
NXR 2314, San Pawl tat-Tarġa, Naxxar, 
NXR 2316, San Pawl tat-Tarġa, Naxxar, 
NXR 2317, San Pawl tat-Tarġa, Naxxar, 
NXR 2318, San Pawl tat-Tarġa, Naxxar, 
NXR 2319, San Pawl tat-Tarġa, Naxxar, 
NXR 2320, San Pawl tat-Tarġa, Naxxar, 
NXR 2321, San Pawl tat-Tarġa, Naxxar, 
NXR 2322, San Pawl tat-Tarġa, Naxxar, 
NXR 2323, San Pawl tat-Tarġa, Naxxar, 
NXR 2325, San Pawl tat-Tarġa, Naxxar, 
NXR 2327, San Pawl tat-Tarġa, Naxxar, 
NXR 2330, San Pawl tat-Tarġa, Naxxar, 
NXR 2332, San Pawl tat-Tarġa, Naxxar, 
NXR 2340, San Pawl tat-Tarġa, Naxxar, 
NXR 2341, San Pawl tat-Tarġa, Naxxar, 
NXR 2342, San Pawl tat-Tarġa, Naxxar, 
NXR 2343, San Pawl tat-Tarġa, Naxxar, 
NXR 2351, San Pawl tat-Tarġa, Naxxar, 
NXR 2352, San Pawl tat-Tarġa, Naxxar, 
NXR 2355, San Pawl tat-Tarġa, Naxxar, 
NXR 2357, San Pawl tat-Tarġa, Naxxar, 
NXR 2361, San Pawl tat-Tarġa, Naxxar, 
NXR 2362, San Pawl tat-Tarġa, Naxxar, 
NXR 2363, San Pawl tat-Tarġa, Naxxar, 
NXR 2364, San Pawl tat-Tarġa, Naxxar, 
NXR 2365, San Pawl tat-Tarġa, Naxxar, 
NXR 2366, San Pawl tat-Tarġa, Naxxar, 
NXR 2367, San Pawl tat-Tarġa, Naxxar, 
NXR 2368, San Pawl tat-Tarġa, Naxxar, 
NXR 2369, San Pawl tat-Tarġa, Naxxar, 
NXR 2371, San Pawl tat-Tarġa, Naxxar, 
NXR 2372, San Pawl tat-Tarġa, Naxxar, 
NXR 2373, San Pawl tat-Tarġa, Naxxar, 
NXR 6439, San Pawl tat-Tarġa, Naxxar, 
PLA 1240, Paola, Paola, 
PLA 1242, Paola, Paola, 
PLA 1243, Paola, Paola, 
PLA 1245, Paola, Paola, 
PLA 1247, Paola, Paola, 
PLA 1248, Paola, Paola, 
PLA 1260, Paola, Paola, 
PLA 1261, Paola, Paola, 
PLA 1262, Paola, Paola, 
PLA 1263, Paola, Paola, 
PLA 1264, Paola, Paola, 
PLA 1266, Paola, Paola, 
PLA 1267, Paola, Paola, 
PLA 1268, Paola, Paola, 
PLA 1269, Paola, Paola, 
PLA 1320, Paola, Paola, 
PLA 1321, Paola, Paola, 
PLA 1322, Paola, Paola, 
PLA 1323, Paola, Paola, 
PLA 1333, Paola, Paola, 
PLA 1460, Paola, Paola, 
PLA 1461, Paola, Paola, 
PLA 1462, Paola, Paola, 
PLA 1463, Paola, Paola, 
PLA 1465, Paola, Paola, 
PLA 1466, Paola, Paola, 
PLA 1467, Paola, Paola, 
PLA 1468, Paola, Paola, 
PLA 1469, Paola, Paola, 
PLA 1470, Paola, Paola, 
PLA 1470, Paola, Paola, 
PLA 1480, Paola, Paola, 
PLA 1481, Paola, Paola, 
PLA 1482, Paola, Paola, 
PLA 1483, Paola, Paola, 
PLA 1640, Paola, Paola, 
PLA 1642, Paola, Paola, 
PLA 1643, Paola, Paola, 
PLA 1701, Paola, Paola, 
PLA 1702, Paola, Paola, 
PLA 1703, Paola, Paola, 
PLA 1704, Paola, Paola, 
PLA 1705, Paola, Paola, 
PLA 1706, Paola, Paola, 
PLA 1707, Paola, Paola, 
PLA 1708, Paola, Paola, 
PLA 1711, Paola, Paola, 
PLA 1712, Paola, Paola, 
PLA 1713, Paola, Paola, 
PLA 1715, Paola, Paola, 
PLA 1716, Paola, Paola, 
PLA 1740, Paola, Paola, 
PLA 1741, Paola, Paola, 
PLA 1761, Paola, Paola, 
PLA 1762, Paola, Paola, 
PLA 1763, Paola, Paola, 
PLA 1764, Paola, Paola, 
PLA 1765, Paola, Paola, 
PLA 1770, Paola, Paola, 
PLA 1771, Paola, Paola, 
PLA 1772, Paola, Paola, 
PLA 1773, Paola, Paola, 
PLA 1860, Paola, Paola, 
PLA 1861, Paola, Paola, 
PLA 1862, Paola, Paola, 
PLA 1863, Paola, Paola, 
PLA 1864, Paola, Paola, 
PLA 1865, Paola, Paola, 
PLA 1866, Paola, Paola, 
PLA 1867, Paola, Paola, 
PLA 1868, Paola, Paola, 
PLA 1869, Paola, Paola, 
PLA 1875, Paola, Paola, 
PLA 1876, Paola, Paola, 
PLA 1877, Paola, Paola, 
PLA 1878, Paola, Paola, 
PLA 1900, Paola, Paola, 
PLA 1901, Paola, Paola, 
PLA 1902, Paola, Paola, 
PLA 1903, Paola, Paola, 
PLA 1904, Paola, Paola, 
PLA 1905, Paola, Paola, 
PLA 1906, Paola, Paola, 
PLA 1907, Paola, Paola, 
PLA 1930, Paola, Paola, 
PLA 1950, Paola, Paola, 
PLA 1951, Paola, Paola, 
PLA 1952, Paola, Paola, 
PLA 1953, Paola, Paola, 
PLA 1970, Paola, Paola, 
PLA 2030, Paola, Paola, 
PLA 2034, Paola, Paola, 
PLA 2036, Paola, Paola, 
PLA 2038, Paola, Paola, 
PLA 2300, Paola, Paola, 
PLA 2301, Paola, Paola, 
PLA 2310, Paola, Paola, 
PLA 2311, Paola, Paola, 
PLA 9040, Paola, Paola, 
PLA 9041, Paola, Paola, 
PLA 9042, Paola, Paola, 
PLA 9043, Paola, Paola, 
PLA 9044, Paola, Paola, 
PLA 9050, Paola, Paola, 
PLA 9051, Paola, Paola, 
